Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Timo Horn-Bochum;Tim Oermann-Bochum;Jakov Medić-Bochum;Bernardo Fernandes da Silva Junior-Bochum;Cristian Gamboa-Bochum;Matúš Bero-Bochum;Tom Krauß-Bochum;Maximilian Wittek-Bochum;Philipp Hofmann-Bochum;Moritz Broschinski-Bochum;Myron Boadu-Bochum;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Felix Passlack-Bochum;Ibrahima Sissoko-Bochum;Giorgos Masouras-Bochum;Gerrit Holtmann-Bochum;Ivan Ordets-Bochum;Erhan Mašović-Bochum;Patrick Drewes-Bochum;Dani de Wit-Bochum;Anthony Losilla-Bochum;Kōji Miyoshi-Bochum;Lukas Daschner-Bochum;Mats Pannewig-Bochum;Noah Loosli-Bochum;Andreas Luthe-Bochum;Keven Schlotterbeck-Bochum;Kevin Stöger-Bochum;Patrick Osterhage-Bochum;Takuma Asano-Bochum;Manuel Riemann-Bochum;Christopher Antwi-Adjei-Bochum;Philipp Förster-Bochum;Moritz-Broni Kwarteng-Bochum;Gonçalo Paciência-Bochum;Danilo Soares-Bochum;Saidy Janko-Bochum;Dominique Heintz-Bochum;Kostas Stafylidis-Bochum;Simon Zoller-Bochum;Jordi Osei-Tutu-Bochum;Vasilios Lampropoulos-Bochum;Pierre Kunde-Bochum;Jannes Horn-Bochum;Jacek Góralski-Bochum;Michael Esser-Bochum;Armel Bella-Kotchap-Bochum;Herbert Bockhorn-Bochum;Robert Tesche-Bochum;Sebastian Polter-Bochum
2023-03-18;Bochum;9;28;13;178;31;RB Leipzig;2;3;8;22;2;8;0.34;0.66;295;0.66;11;8;2;3;0;0;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;7;0.030000000000000002;0.18181818181818182;195;0.05641025641025641;573.5294117647059;0.25;5.88235294117647;-14;-0.32;-5;-1;3;0.02711864406779661;0.125;0.34;2.0;0;1;1;1;0;0;0;1;0.125;0.5;0.003389830508474576;8.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-03-10;Bochum;9;0;3;178;190;Colonia;2;2;9;11;3;5;0.36;0.64;298;0.63;14;9;2;2;0;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;10;0.05818181818181818;0.14285714285714285;188;0.07446808510638298;522.2222222222223;0.1111111111111111;2.7777777777777777;-2;-0.28;-9;0;5;0.030201342281879196;0.2222222222222222;0.18;0.5;1;1;2;1;0;0;1;0;0.2222222222222222;0.6666666666666666;0.006711409395973154;4.5;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-03-04;Bochum;9;0;0;178;194;Schalke 04;2;1;7;10;4;4;0.63;0.37;406;0.72;17;11;2;1;0;0;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4;0.037;0.11764705882352941;292;0.05821917808219178;463.4920634920635;0.5714285714285714;6.349206349206349;-3;0.26;0;1;6;0.017241379310344827;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-02-25;Bochum;9;17;2;178;171;Werder Bremen;2;3;7;11;1;6;0.4;0.6;350;0.66;16;16;2;3;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2;0.05454545454545454;0.125;231;0.06926406926406926;577.5;0.0;0.0;-4;-0.19999999999999996;-2;-1;0;0.02;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-02-18;Bochum;9;3;3;178;170;Friburgo;5;2;16;19;5;5;0.46;0.54;357;0.64;15;10;4;2;1;0;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;5;0.028421052631578948;0.3333333333333333;228;0.06578947368421052;495.65217391304344;0.3125;10.869565217391305;-3;-0.08000000000000002;0;3;5;0.04481792717086835;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-02-11;Bochum;9;3;30;178;23;Bayern;1;1;7;23;1;12;0.35;0.65;319;0.69;12;10;1;1;0;0;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;6;0.02826086956521739;0.08333333333333333;220;0.05454545454545454;628.5714285714286;0.42857142857142855;8.571428571428571;-16;-0.30000000000000004;-3;0;2;0.0219435736677116;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-02-08;Bochum;23;3;7;178;11;Dortmund;4;0;15;18;5;8;0.46;0.54;351;0.65;13;14;4;0;0;0;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;5;0.030000000000000002;0.3076923076923077;228;0.05701754385964912;495.65217391304344;0.2;6.521739130434782;-3;-0.08000000000000002;-2;4;-1;0.042735042735042736;0.06666666666666667;0.46;3.0;0;1;1;0;0;1;0;1;0.06666666666666667;0.2;0.002849002849002849;15.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-02-04;Bochum;9;3;29;178;97;Hoffenheim;2;3;16;9;10;4;0.46;0.54;329;0.68;13;15;2;3;0;0;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;6;0.060000000000000005;0.15384615384615385;224;0.05803571428571429;486.95652173913044;0.375;13.043478260869565;7;-0.08000000000000002;0;-1;-2;0.0486322188449848;0.3125;0.092;1.2;3;2;5;1;0;0;0;1;0.3125;0.5;0.015197568389057751;3.2;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-01-28;Bochum;9;0;17;178;174;Mainz 05;1;0;15;14;4;7;0.58;0.42;465;0.7;11;17;1;0;0;0;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3;0.03;0.09090909090909091;326;0.03374233128834356;562.0689655172414;0.13333333333333333;3.4482758620689657;1;0.15999999999999998;-1;1;-6;0.03225806451612903;0.13333333333333333;0.29;1.0;0;2;2;0;0;1;1;0;0.13333333333333333;0.5;0.004301075268817204;7.5;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-01-25;Bochum;9;22;3;178;6;Leverkusen;4;2;11;11;1;4;0.43;0.57;329;0.68;14;15;4;2;0;0;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3;0.05181818181818181;0.2857142857142857;224;0.0625;520.9302325581396;0.36363636363636365;9.30232558139535;0;-0.13999999999999996;1;2;-1;0.03343465045592705;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-01-21;Bochum;9;0;3;178;184;Hertha Berlin;1;1;10;11;3;2;0.49;0.51;366;0.65;13;13;1;1;0;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;6;0.046363636363636364;0.07692307692307693;238;0.0546218487394958;485.7142857142857;0.1;2.0408163265306123;-1;-0.020000000000000018;-5;0;0;0.0273224043715847;0.3;0.16333333333333333;0.3333333333333333;2;1;3;1;0;0;0;1;0.3;1.0;0.00819672131147541;3.3333333333333335;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-11-12;Bochum;9;0;6;178;173;Augsburgo;1;1;11;18;4;5;0.45;0.55;369;0.58;9;12;1;1;0;0;2;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;6;0.030555555555555558;0.1111111111111111;214;0.04205607476635514;475.55555555555554;0.18181818181818182;4.444444444444445;-7;-0.10000000000000003;-4;0;-3;0.02981029810298103;0.09090909090909091;0.45;2.0;0;1;1;1;0;0;1;0;0.09090909090909091;0.25;0.0027100271002710027;11.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-11-08;Bochum;9;3;3;178;172;Mönchengladbach;1;3;13;8;4;2;0.46;0.54;388;0.7;11;14;1;3;0;0;6;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;3;0.0675;0.09090909090909091;272;0.04044117647058824;591.3043478260869;0.46153846153846156;13.043478260869565;5;-0.08000000000000002;3;-2;-3;0.03350515463917526;0.15384615384615385;0.23;3.0;2;0;2;1;0;0;0;1;0.15384615384615385;0.5;0.005154639175257732;6.5;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-11-05;Bochum;9;3;3;178;11;Dortmund;1;1;7;6;1;3;0.39;0.61;331;0.68;14;7;1;1;0;0;5;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;2;0.10166666666666667;0.07142857142857142;225;0.06222222222222222;576.9230769230769;0.7142857142857143;12.82051282051282;1;-0.21999999999999997;3;0;7;0.021148036253776436;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-10-29;Bochum;9;3;7;178;175;Wolfsburg;1;1;10;20;2;7;0.48;0.52;379;0.71;17;8;1;1;0;0;2;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;7;0.026000000000000002;0.058823529411764705;269;0.06319702602230483;560.4166666666667;0.2;4.166666666666667;-10;-0.040000000000000036;-5;0;9;0.026385224274406333;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-10-23;Bochum;9;0;2;178;169;FC Union Berlin;1;3;9;8;5;3;0.46;0.54;337;0.7;14;10;1;3;0;0;3;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;7;0.0675;0.07142857142857142;236;0.059322033898305086;513.0434782608695;0.3333333333333333;6.521739130434782;1;-0.08000000000000002;-4;-2;4;0.026706231454005934;0.2222222222222222;0.23;1.5;1;1;2;1;0;0;0;1;0.2222222222222222;0.4;0.005934718100890208;4.5;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-10-18;Bochum;23;3;6;178;185;SV Elversberg;2;3;14;10;4;1;0.56;0.44;430;0.73;19;17;2;3;0;0;5;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;6;0.044;0.10526315789473684;314;0.06050955414012739;560.7142857142857;0.35714285714285715;8.928571428571427;4;0.12000000000000005;-1;-1;2;0.03255813953488372;0.07142857142857142;0.56;5.0;0;1;1;1;0;0;1;0;0.07142857142857142;0.25;0.002325581395348837;14.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-10-15;Bochum;9;0;14;178;18;Stuttgart;3;0;15;17;5;7;0.53;0.47;414;0.73;17;6;3;0;0;0;3;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;3;0.02764705882352941;0.17647058823529413;302;0.056291390728476824;569.8113207547169;0.2;5.660377358490566;-2;0.06000000000000005;0;3;11;0.036231884057971016;0.06666666666666667;0.53;3.0;1;0;1;0;0;1;1;0;0.06666666666666667;0.2;0.0024154589371980675;15.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-10-08;Bochum;9;3;13;178;87;Frankfurt;2;1;11;12;5;2;0.46;0.54;332;0.65;12;10;2;1;0;0;9;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;4;0.045000000000000005;0.16666666666666666;216;0.05555555555555555;469.5652173913043;0.8181818181818182;19.565217391304348;-1;-0.08000000000000002;5;1;2;0.03313253012048193;0.2727272727272727;0.15333333333333335;3.0;0;3;3;1;0;0;0;1;0.2727272727272727;0.6;0.009036144578313253;3.6666666666666665;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-10-01;Bochum;9;30;3;178;31;RB Leipzig;2;0;2;17;1;9;0.29;0.71;302;0.71;8;8;2;0;0;0;2;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;7;0.04176470588235294;0.25;214;0.037383177570093455;737.9310344827587;1.0;6.8965517241379315;-15;-0.42;-5;2;0;0.006622516556291391;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2022-09-18;Bochum;9;3;3;178;190;Colonia;0;1;7;18;0;3;0.34;0.66;299;0.67;12;8;0;1;0;0;4;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;8;0.03666666666666667;0.0;200;0.06;588.2352941176471;0.5714285714285714;11.76470588235294;-11;-0.32;-4;-1;4;0.023411371237458192;0.14285714285714285;0.34;4.0;1;0;1;0;1;0;0;1;0.14285714285714285;0.0;0.0033444816053511705;7.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-09-10;Bochum;9;3;3;178;194;Schalke 04;3;2;10;20;2;8;0.56;0.44;385;0.7;16;11;3;2;0;0;8;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;3;0.022;0.1875;270;0.05925925925925926;482.1428571428571;0.8;14.285714285714285;-10;0.12000000000000005;5;1;5;0.025974025974025976;0.1;0.56;8.0;0;1;1;0;0;1;1;0;0.1;0.5;0.0025974025974025974;10.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-09-03;Bochum;9;3;2;178;171;Werder Bremen;2;2;19;16;5;7;0.5;0.5;360;0.67;15;10;2;2;0;0;7;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3;0.03125;0.13333333333333333;241;0.06224066390041494;482.0;0.3684210526315789;14.0;3;0.0;4;0;5;0.05277777777777778;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-08-26;Bochum;9;3;3;178;170;Friburgo;2;2;15;29;5;13;0.53;0.47;393;0.73;13;15;2;2;0;0;5;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2;0.016206896551724137;0.15384615384615385;287;0.04529616724738676;541.5094339622641;0.3333333333333333;9.433962264150942;-14;0.06000000000000005;3;0;-2;0.03816793893129771;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2022-08-21;Bochum;9;1;1;178;23;Bayern;1;0;13;22;7;12;0.35;0.65;269;0.76;10;6;1;0;0;0;5;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;5;0.029545454545454545;0.1;204;0.049019607843137254;582.8571428571429;0.38461538461538464;14.285714285714286;-9;-0.30000000000000004;0;1;4;0.048327137546468404;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-08-13;Bochum;9;29;2;178;97;Hoffenheim;1;1;11;23;5;12;0.4;0.6;318;0.74;10;14;1;1;0;0;2;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;8;0.02608695652173913;0.1;235;0.0425531914893617;587.5;0.18181818181818182;5.0;-12;-0.19999999999999996;-6;0;-4;0.03459119496855346;0.18181818181818182;0.2;1.0;2;0;2;0;0;1;1;0;0.18181818181818182;0.4;0.006289308176100629;5.5;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-08-06;Bochum;9;3;9;178;174;Mainz 05;2;3;16;13;3;6;0.6;0.4;539;0.79;11;16;2;3;0;0;3;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;5;0.03076923076923077;0.18181818181818182;426;0.025821596244131457;710.0;0.1875;5.0;3;0.19999999999999996;-2;-1;-5;0.029684601113172542;0.0625;0.6;3.0;1;0;1;0;0;1;0;1;0.0625;0.3333333333333333;0.0018552875695732839;16.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-07-30;Bochum;23;3;23;178;-1;Viktoria Berlin;2;2;21;8;7;2;0.66;0.34;541;0.85;5;12;2;2;0;0;7;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;2;0.0425;0.4;460;0.010869565217391304;696.9696969696969;0.3333333333333333;10.606060606060606;13;0.32;5;0;-7;0.038817005545286505;0.14285714285714285;0.22;2.3333333333333335;2;1;3;1;0;0;1;0;0.14285714285714285;0.42857142857142855;0.005545286506469501;7.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-05-14;Bochum;9;29;2;178;169;FC Union Berlin;2;3;5;16;3;11;0.58;0.42;520;0.79;7;12;2;3;0;0;3;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.02625;0.2857142857142857;411;0.0170316301703163;708.6206896551724;0.6;5.172413793103448;-11;0.15999999999999998;2;-1;-5;0.009615384615384616;0.4;0.29;1.5;0;2;2;0;0;1;1;0;0.4;0.6666666666666666;0.0038461538461538464;2.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0
