Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Mark Flekken-Brentford;Michael Kayode-Brentford;Nathan Collins-Brentford;Sepp van den Berg-Brentford;Keane Lewis-Potter-Brentford;Christian Nørgaard-Brentford;Yehor Yarmolyuk-Brentford;Bryan Mbeumo-Brentford;Mikkel Damsgaard-Brentford;Kevin Schade-Brentford;Yoane Wissa-Brentford;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Kristoffer Ajer-Brentford;Vitaly Janelt-Brentford;Ethan Pinnock-Brentford;Hákon Rafn Valdimarsson-Brentford;Mads Roerslev-Brentford;Mathias Jensen-Brentford;Kim Ji-soo-Brentford;Rico Henry-Brentford;Paris Maghoma-Brentford;Fábio Carvalho-Brentford;Ben Mee-Brentford;Igor Thiago-Brentford;Jayden Meghoma-Brentford;Ryan Trevitt-Brentford;Frank Onyeka-Brentford;Myles Peart-Harris-Brentford;Mathias Jørgensen-Brentford;Sergio Reguilón-Brentford;Ivan Toney-Brentford;Neal Maupay-Brentford;Thomas Strakosha-Brentford;Josh Dasilva-Brentford;Saman Ghoddos-Brentford;Shandon Baptiste-Brentford;Aaron Hickey-Brentford;David Raya-Brentford;Pontus Jansson-Brentford;Mads Bech Sørensen-Brentford
2024-09-21;Brentford;3;4;0;57;56;Tottenham;1;3;6;23;6;10;0.52;0.48;489;0.8;9;11;1;3;0;0;4;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;9;0.020869565217391303;0.1111111111111111;391;0.023017902813299233;751.9230769230769;0.6666666666666666;7.692307692307692;-17;0.040000000000000036;-5;-2;-2;0.012269938650306749;0.16666666666666666;0.52;4.0;1;0;1;0;0;1;1;0;0.16666666666666666;0.16666666666666666;0.002044989775051125;6.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-17;Brentford;14;0;7;57;262;Leyton Orient F.C.;1;2;15;12;8;3;0.63;0.37;643;0.88;7;15;1;1;0;1;9;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;5;0.030833333333333334;0.14285714285714285;566;0.012367491166077738;898.4126984126984;0.6;14.285714285714286;3;0.26;4;-1;-8;0.02332814930015552;0.2;0.21;3.0;3;0;3;1;0;0;0;1;0.2;0.375;0.004665629860031105;5.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-14;Brentford;3;4;3;57;3;Manchester City;1;3;8;18;5;7;0.46;0.54;468;0.85;3;9;1;3;0;0;3;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;12;0.030000000000000002;0.3333333333333333;398;0.007537688442211055;865.2173913043478;0.375;6.521739130434782;-10;-0.08000000000000002;-9;-2;-6;0.017094017094017096;0.125;0.46;3.0;1;0;1;0;0;1;1;0;0.125;0.2;0.002136752136752137;8.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-31;Brentford;3;0;2;57;68;Southampton;2;1;20;18;7;6;0.36;0.64;358;0.86;10;7;2;1;0;0;2;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;8;0.035555555555555556;0.2;308;0.032467532467532464;855.5555555555555;0.1;5.555555555555555;2;-0.28;-6;1;3;0.055865921787709494;0.15;0.12;0.6666666666666666;1;2;3;1;0;0;0;1;0.15;0.42857142857142855;0.008379888268156424;6.666666666666667;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-28;Brentford;14;3;30;57;-1;Colchester United;1;2;10;5;4;3;0.72;0.28;580;0.87;9;16;1;2;0;0;2;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;2;0.05600000000000001;0.1111111111111111;505;0.01782178217821782;701.3888888888889;0.2;2.7777777777777777;5;0.43999999999999995;0;-1;-7;0.017241379310344827;0.1;0.72;2.0;1;0;1;1;0;0;1;0;0.1;0.25;0.0017241379310344827;10.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-25;Brentford;3;1;3;57;2;Liverpool;3;2;8;19;2;8;0.37;0.63;364;0.81;7;10;3;2;0;0;4;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;9;0.03315789473684211;0.42857142857142855;295;0.023728813559322035;797.2972972972973;0.5;10.81081081081081;-11;-0.26;-5;1;-3;0.02197802197802198;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-18;Brentford;3;0;17;57;65;Crystal Palace;1;5;9;14;5;6;0.46;0.54;403;0.77;6;15;1;5;0;0;4;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;7;0.038571428571428576;0.16666666666666666;310;0.01935483870967742;673.9130434782609;0.4444444444444444;8.695652173913043;-5;-0.08000000000000002;-3;-4;-9;0.022332506203473945;0.2222222222222222;0.23;2.0;1;1;2;1;0;0;0;1;0.2222222222222222;0.4;0.004962779156327543;4.5;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-09;Brentford;6;3;17;57;175;Wolfsburg;0;0;9;19;5;9;0.55;0.45;492;0.82;10;10;0;0;0;0;6;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;6;0.02368421052631579;0.0;403;0.02481389578163772;732.7272727272726;0.6666666666666666;10.909090909090908;-10;0.10000000000000003;0;0;0;0.018292682926829267;0.4444444444444444;0.1375;1.5;2;2;4;0;1;0;0;1;0.4444444444444444;0.8;0.008130081300813009;2.25;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-25;Brentford;6;6;3;57;13;Benfica;1;1;2;18;1;5;0.44;0.56;429;0.85;8;7;1;1;0;0;2;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;15;0.031111111111111114;0.125;365;0.021917808219178082;829.5454545454545;1.0;4.545454545454546;-16;-0.12000000000000005;-13;0;1;0.004662004662004662;0.5;0.44;2.0;1;0;1;0;1;0;1;0;0.5;1.0;0.002331002331002331;2.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-19;Brentford;3;0;0;57;60;Newcastle;4;4;10;12;5;7;0.54;0.46;471;0.83;15;11;4;4;0;0;3;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0;0.03833333333333334;0.26666666666666666;391;0.03836317135549872;724.074074074074;0.3;5.555555555555555;-2;0.08000000000000002;3;0;4;0.021231422505307854;0.2;0.27;1.5;0;2;2;0;0;1;0;1;0.2;0.4;0.004246284501061571;5.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-11;Brentford;3;0;3;57;59;Bournemouth;2;2;11;13;5;4;0.53;0.47;388;0.75;12;16;2;2;0;0;8;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;3;0.036153846153846154;0.16666666666666666;291;0.041237113402061855;549.0566037735849;0.7272727272727273;15.094339622641508;-2;0.06000000000000005;5;0;-4;0.028350515463917526;0.18181818181818182;0.265;4.0;0;2;2;1;0;0;1;0;0.18181818181818182;0.4;0.005154639175257732;5.5;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-04;Brentford;3;0;3;57;58;Fulham;1;1;7;15;3;3;0.55;0.45;502;0.8;3;6;1;1;0;0;7;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;6;0.030000000000000002;0.3333333333333333;402;0.007462686567164179;730.9090909090909;1.0;12.727272727272727;-8;0.10000000000000003;1;0;-3;0.013944223107569721;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-27;Brentford;3;0;8;57;64;Everton;2;1;10;18;4;1;0.53;0.47;458;0.78;12;10;2;1;0;0;6;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;6;0.02611111111111111;0.16666666666666666;357;0.03361344537815126;673.5849056603773;0.6;11.320754716981131;-8;0.06000000000000005;0;1;2;0.021834061135371178;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-20;Brentford;3;0;17;57;832;Luton;2;1;21;6;9;3;0.47;0.53;345;0.75;10;13;2;1;0;0;9;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;4;0.08833333333333333;0.2;259;0.03861003861003861;551.0638297872341;0.42857142857142855;19.148936170212767;15;-0.06000000000000005;5;1;-3;0.06086956521739131;0.23809523809523808;0.094;1.8;2;3;5;1;0;0;1;0;0.23809523809523808;0.5555555555555556;0.014492753623188406;4.2;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-13;Brentford;3;0;2;57;818;Sheffield United;3;1;9;8;5;2;0.54;0.46;391;0.76;8;11;3;1;0;0;3;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;6;0.0575;0.375;297;0.026936026936026935;550.0;0.3333333333333333;5.555555555555555;1;0.08000000000000002;-3;2;-3;0.023017902813299233;0.2222222222222222;0.27;1.5;0;2;2;1;0;0;0;1;0.2222222222222222;0.4;0.005115089514066497;4.5;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-06;Brentford;3;2;8;57;1;Aston Villa;2;2;8;11;3;3;0.3;0.7;247;0.68;11;15;2;2;0;0;3;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;11;0.06363636363636363;0.18181818181818182;168;0.06547619047619048;560.0;0.375;10.0;-3;-0.39999999999999997;-8;0;-4;0.032388663967611336;0.375;0.09999999999999999;1.0;0;3;3;0;1;0;1;0;0.375;1.0;0.012145748987854251;2.6666666666666665;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-03;Brentford;3;2;3;57;54;Brighton;1;1;5;24;2;6;0.33;0.67;326;0.76;9;12;1;1;0;0;1;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;5;0.02791666666666667;0.1111111111111111;248;0.036290322580645164;751.5151515151515;0.2;3.0303030303030303;-19;-0.34;-4;0;-3;0.015337423312883436;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-30;Brentford;3;2;3;57;62;Manchester United;3;2;31;11;5;5;0.47;0.53;377;0.69;7;14;3;2;0;0;14;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;4;0.04818181818181819;0.42857142857142855;260;0.026923076923076925;553.1914893617021;0.45161290322580644;29.787234042553195;20;-0.06000000000000005;10;1;-7;0.08222811671087533;0.03225806451612903;0.47;14.0;0;1;1;0;1;0;0;1;0.03225806451612903;0.2;0.002652519893899204;31.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-16;Brentford;3;2;1;57;819;Burnley;5;2;9;17;5;6;0.39;0.61;292;0.63;17;14;4;2;1;0;4;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;5;0.03588235294117647;0.29411764705882354;184;0.09239130434782608;471.79487179487177;0.4444444444444444;10.256410256410255;-8;-0.21999999999999997;-1;3;3;0.030821917808219176;0.1111111111111111;0.39;4.0;0;1;1;0;0;1;1;0;0.1111111111111111;0.2;0.003424657534246575;9.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-09;Brentford;3;2;0;57;9;Arsenal;4;2;9;17;4;6;0.28;0.72;226;0.54;10;9;4;2;0;0;4;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;10;0.042352941176470586;0.4;122;0.08196721311475409;435.71428571428567;0.4444444444444444;14.285714285714285;-8;-0.43999999999999995;-6;2;1;0.03982300884955752;0.1111111111111111;0.28;4.0;1;0;1;0;0;1;1;0;0.1111111111111111;0.25;0.004424778761061947;9.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-02;Brentford;3;2;2;57;53;Chelsea;3;1;14;17;5;6;0.31;0.69;297;0.69;10;9;3;1;0;0;0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;6;0.04058823529411765;0.3;205;0.04878048780487805;661.2903225806451;0.0;0.0;-3;-0.37999999999999995;-6;2;1;0.04713804713804714;0.14285714285714285;0.155;0.0;0;2;2;0;1;0;0;1;0.14285714285714285;0.4;0.006734006734006734;7.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-26;Brentford;3;2;3;57;61;West Ham;2;1;14;17;8;6;0.59;0.41;551;0.8;9;5;2;1;0;0;7;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1;0.02411764705882353;0.2222222222222222;441;0.02040816326530612;747.4576271186442;0.5;11.864406779661017;-3;0.18;6;1;4;0.025408348457350273;0.14285714285714285;0.295;3.5;1;1;2;0;0;1;1;0;0.14285714285714285;0.25;0.003629764065335753;7.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-17;Brentford;3;2;0;57;2;Liverpool;2;1;15;15;6;8;0.37;0.63;357;0.69;4;18;2;1;0;0;1;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;6;0.042;0.5;246;0.016260162601626018;664.8648648648649;0.06666666666666667;2.7027027027027026;0;-0.26;-5;1;-14;0.04201680672268908;0.06666666666666667;0.37;1.0;0;1;1;0;0;1;0;1;0.06666666666666667;0.16666666666666666;0.0028011204481792717;15.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-10;Brentford;3;2;17;57;67;Wolves;3;2;9;17;6;5;0.28;0.72;272;0.6;9;11;3;2;0;0;4;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;7;0.042352941176470586;0.3333333333333333;163;0.05521472392638037;582.1428571428571;0.4444444444444444;14.285714285714285;-8;-0.43999999999999995;-3;1;-2;0.03308823529411765;0.2222222222222222;0.14;2.0;1;1;2;1;0;0;1;0;0.2222222222222222;0.3333333333333333;0.007352941176470588;4.5;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-31;Brentford;3;2;3;57;56;Tottenham;3;2;9;19;5;5;0.31;0.69;276;0.66;15;13;3;2;0;0;3;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;5;0.03631578947368421;0.2;182;0.08241758241758242;587.0967741935484;0.3333333333333333;9.67741935483871;-10;-0.37999999999999995;-2;1;2;0.03260869565217391;0.2222222222222222;0.155;1.5;1;1;2;0;0;1;1;0;0.2222222222222222;0.4;0.007246376811594203;4.5;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-20;Brentford;3;2;3;57;55;Nottingham Forest;1;3;11;12;5;3;0.48;0.52;456;0.75;10;14;1;3;0;0;6;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;4;0.043333333333333335;0.1;342;0.029239766081871343;712.5;0.5454545454545454;12.5;-1;-0.040000000000000036;2;-2;-4;0.02412280701754386;0.2727272727272727;0.16;2.0;1;2;3;1;0;0;0;1;0.2727272727272727;0.6;0.006578947368421052;3.6666666666666665;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-05;Brentford;15;2;17;57;67;Wolves;3;3;14;7;3;1;0.74;0.26;596;0.89;8;12;3;2;0;1;4;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;7;0.037142857142857144;0.375;530;0.01509433962264151;716.2162162162163;0.2857142857142857;5.405405405405405;7;0.48;-3;0;-4;0.02348993288590604;0.07142857142857142;0.74;4.0;1;0;1;0;1;0;0;1;0.07142857142857142;0.3333333333333333;0.0016778523489932886;14.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-30;Brentford;3;2;0;57;65;Crystal Palace;1;0;9;13;4;6;0.54;0.46;510;0.8;10;14;1;0;0;0;4;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;7;0.03538461538461539;0.1;408;0.024509803921568627;755.5555555555555;0.4444444444444444;7.4074074074074066;-4;0.08000000000000002;-3;1;-4;0.01764705882352941;0.1111111111111111;0.54;4.0;1;0;1;0;0;1;1;0;0.1111111111111111;0.25;0.00196078431372549;9.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2023-12-27;Brentford;3;0;17;57;67;Wolves;1;1;14;11;4;5;0.61;0.39;610;0.8;5;14;1;1;0;0;8;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;2;0.035454545454545454;0.2;488;0.010245901639344262;800.0;0.5714285714285714;13.114754098360656;3;0.21999999999999997;6;0;-9;0.022950819672131147;0.07142857142857142;0.61;8.0;1;0;1;0;0;1;0;1;0.07142857142857142;0.25;0.001639344262295082;14.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2023-12-17;Brentford;3;2;2;57;1;Aston Villa;7;5;4;15;3;5;0.32;0.68;250;0.68;19;6;6;4;1;1;7;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;11;0.04533333333333334;0.3684210526315789;170;0.11176470588235295;531.25;1.75;21.875;-11;-0.36000000000000004;-4;2;13;0.016;0.25;0.32;7.0;1;0;1;0;0;1;0;1;0.25;0.3333333333333333;0.004;4.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2023-12-09;Brentford;3;0;7;57;818;Sheffield United;1;5;10;9;4;4;0.6;0.4;489;0.78;13;14;1;5;0;0;3;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;3;0.044444444444444446;0.07692307692307693;381;0.03412073490813648;635.0;0.3;5.0;1;0.19999999999999996;0;-4;-1;0.02044989775051125;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
2023-12-06;Brentford;3;1;3;57;54;Brighton;1;3;8;18;2;7;0.38;0.62;377;0.74;8;10;1;3;0;0;3;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;7;0.034444444444444444;0.125;279;0.02867383512544803;734.2105263157895;0.375;7.894736842105263;-10;-0.24;-4;-2;-2;0.021220159151193633;0.125;0.38;3.0;1;0;1;0;0;1;1;0;0.125;0.5;0.002652519893899204;8.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
2023-11-25;Brentford;3;4;0;57;9;Arsenal;1;1;9;15;3;4;0.36;0.64;298;0.64;9;7;1;1;0;0;1;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;8;0.042666666666666665;0.1111111111111111;191;0.04712041884816754;530.5555555555555;0.1111111111111111;2.7777777777777777;-6;-0.28;-7;0;2;0.030201342281879196;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
