Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Paulo Gazzaniga-Girona;Alejandro Francés-Girona;Ladislav Krejčí-Girona;Daley Blind-Girona;Miguel Gutiérrez Ortega-Girona;Iván Martín Núñez-Girona;Arthur Melo-Girona;Viktor Tsygankov-Girona;Yangel Herrera-Girona;Arnaut Danjuma-Girona;Yáser Asprilla-Girona;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Arnau Martínez-Girona;David López Silva-Girona;Oriol Romeu-Girona;Abel Ruiz-Girona;Donny van de Beek-Girona;Bojan Miovski-Girona;Bryan Gil-Girona;Juanpe Ramírez-Girona;Pau López-Girona;Antal Yaakobishvili-Girona;Jhon Elmer Solís-Girona;Selvi Clua-Girona;Cristian Portugués-Girona;Kim Min-su-Girona;Christian Stuani-Girona;Juan Carlos Martín Corral-Girona;Gabriel Misehouy-Girona;Toni Villa-Girona;Eric García-Girona;Aleix García Serrano-Girona;Artem Dovbyk-Girona;Savinho-Girona;Yan Couto-Girona;Pablo Torre-Girona;Valery Fernández Estrada-Girona;Toni Fuidias-Girona;Bernardo Espinosa-Girona;Iker Almena-Girona;Ibrahima Kebe-Girona;Rodrigo Riquelme Reche-Girona;Valentín Mariano Castellanos-Girona;Reinier Jesus-Girona;Santiago Bueno-Girona;Javier Hernández Carrera-Girona;Borja García Freire-Girona;Ramón Terrats Espacio-Girona
2024-11-02;Girona;1;17;22;24;47;Leganés;3;4;15;8;6;5;0.55;0.45;488;0.85;17;15;3;4;0;0;6;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1;0.05625;0.17647058823529413;415;0.04096385542168675;754.5454545454545;0.4;10.909090909090908;7;0.10000000000000003;5;-1;2;0.030737704918032786;0.26666666666666666;0.1375;1.5;2;2;4;1;0;0;0;1;0.26666666666666666;0.6666666666666666;0.00819672131147541;3.75;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-30;Girona;19;1;1;24;506;Extremadura;2;1;19;8;5;0;0.66;0.34;573;0.92;12;9;2;1;0;0;11;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1;0.0425;0.16666666666666666;527;0.022770398481973434;798.4848484848485;0.5789473684210527;16.666666666666664;11;0.32;10;1;3;0.03315881326352531;0.21052631578947367;0.165;2.75;1;3;4;1;0;0;1;0;0.21052631578947367;0.8;0.006980802792321117;4.75;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-26;Girona;1;1;3;24;50;U. D. Las Palmas;6;4;8;12;3;3;0.57;0.43;474;0.84;14;12;5;4;1;0;5;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;3;0.035833333333333335;0.42857142857142855;398;0.035175879396984924;698.2456140350878;0.625;8.771929824561404;-4;0.13999999999999996;2;2;2;0.016877637130801686;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-22;Girona;0;6;17;24;36;Slovan Bratislava;1;3;15;6;7;2;0.65;0.35;561;0.9;19;18;1;3;0;0;7;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;6;0.05833333333333333;0.05263157894736842;505;0.03762376237623762;776.9230769230769;0.4666666666666667;10.769230769230768;9;0.30000000000000004;1;-2;1;0.026737967914438502;0.13333333333333333;0.325;3.5;1;1;2;1;0;0;0;1;0.13333333333333333;0.2857142857142857;0.0035650623885918;7.5;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-19;Girona;1;30;7;24;46;Real Sociedad;2;1;8;14;3;4;0.47;0.53;428;0.85;10;12;2;1;0;0;6;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;6;0.03785714285714286;0.2;364;0.027472527472527472;774.468085106383;0.75;12.765957446808512;-6;-0.06000000000000005;0;1;-2;0.018691588785046728;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-06;Girona;1;3;0;24;38;Athletic;4;2;14;13;6;4;0.66;0.34;579;0.87;12;13;4;1;0;1;6;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1;0.026153846153846156;0.3333333333333333;504;0.023809523809523808;763.6363636363636;0.42857142857142855;9.09090909090909;1;0.32;5;2;-1;0.024179620034542316;0.14285714285714285;0.33;3.0;1;1;2;1;0;0;0;1;0.14285714285714285;0.3333333333333333;0.0034542314335060447;7.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-02;Girona;0;3;0;24;16;Feyenoord;6;3;14;7;7;2;0.67;0.33;584;0.88;11;15;6;3;0;0;11;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0;0.047142857142857146;0.5454545454545454;514;0.021400778210116732;767.1641791044775;0.7857142857142857;16.417910447761194;7;0.34;11;3;-4;0.023972602739726026;0.14285714285714285;0.335;5.5;1;1;2;0;0;1;0;1;0.14285714285714285;0.2857142857142857;0.003424657534246575;7.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-29;Girona;1;3;17;24;44;Celta de Vigo;0;1;9;12;4;2;0.52;0.48;601;0.9;14;9;0;1;0;0;4;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;4;0.04;0.0;541;0.025878003696857672;1040.3846153846152;0.4444444444444444;7.692307692307692;-3;0.040000000000000036;0;-1;5;0.014975041597337771;0.1111111111111111;0.52;4.0;1;0;1;0;1;0;1;0;0.1111111111111111;0.25;0.0016638935108153079;9.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-25;Girona;1;1;1;24;42;Rayo Vallecano;3;4;11;2;1;0;0.71;0.29;644;0.88;8;16;3;4;0;0;4;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;3;0.145;0.375;567;0.014109347442680775;798.5915492957747;0.36363636363636365;5.633802816901409;9;0.42;1;-1;-8;0.017080745341614908;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-21;Girona;1;1;3;24;52;Valencia C. F.;2;3;8;8;3;2;0.68;0.32;607;0.88;10;13;2;3;0;0;4;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;5;0.04;0.2;534;0.018726591760299626;785.2941176470588;0.5;5.88235294117647;0;0.36000000000000004;-1;-1;-3;0.013179571663920923;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-18;Girona;0;3;0;24;19;PSG;3;1;3;26;1;5;0.36;0.64;363;0.79;18;8;3;1;0;0;1;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;5;0.024615384615384615;0.16666666666666666;287;0.0627177700348432;797.2222222222223;0.3333333333333333;2.7777777777777777;-23;-0.28;-4;2;10;0.008264462809917356;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-15;Girona;1;3;3;24;10;Barcelona;3;3;9;20;4;9;0.44;0.56;392;0.87;13;4;3;2;0;1;1;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;6;0.028000000000000004;0.23076923076923078;341;0.03812316715542522;775.0;0.1111111111111111;2.272727272727273;-11;-0.12000000000000005;-5;0;9;0.02295918367346939;0.1111111111111111;0.44;1.0;0;1;1;0;0;1;0;1;0.1111111111111111;0.25;0.002551020408163265;9.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-01;Girona;1;0;3;24;43;Sevilla;2;3;11;16;4;5;0.51;0.49;433;0.88;14;6;2;3;0;0;5;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;7;0.030625;0.14285714285714285;381;0.03674540682414698;747.0588235294117;0.45454545454545453;9.803921568627452;-5;0.020000000000000018;-2;-1;8;0.025404157043879907;0.18181818181818182;0.255;2.5;1;1;2;1;0;0;1;0;0.18181818181818182;0.5;0.004618937644341801;5.5;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-29;Girona;1;1;3;24;41;Osasuna;0;0;10;1;5;0;0.6;0.4;572;0.9;10;9;0;0;0;0;5;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0;0.4;0.0;515;0.019417475728155338;858.3333333333334;0.5;8.333333333333334;9;0.19999999999999996;5;0;1;0.017482517482517484;0.4;0.15;1.25;1;3;4;1;0;0;0;1;0.4;0.8;0.006993006993006993;2.5;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-25;Girona;1;0;4;24;27;Atlético Madrid;3;1;13;11;4;6;0.58;0.42;610;0.91;11;11;3;1;0;0;9;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1;0.03818181818181818;0.2727272727272727;555;0.01981981981981982;956.896551724138;0.6923076923076923;15.517241379310345;2;0.15999999999999998;8;2;0;0.021311475409836064;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-15;Girona;1;0;3;24;39;Betis;0;2;13;19;2;4;0.61;0.39;577;0.87;7;11;0;2;0;0;4;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;4;0.020526315789473684;0.0;502;0.013944223107569721;822.9508196721312;0.3076923076923077;6.557377049180328;-6;0.21999999999999997;0;-2;-4;0.022530329289428077;0.07692307692307693;0.61;4.0;0;1;1;0;1;0;1;0;0.07692307692307693;0.5;0.0017331022530329288;13.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-09;Girona;6;5;3;24;60;Newcastle;0;0;10;20;2;11;0.51;0.49;542;0.86;10;11;0;0;0;0;5;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;2;0.0245;0.0;466;0.02145922746781116;913.7254901960785;0.5;9.803921568627452;-10;0.020000000000000018;3;0;-1;0.01845018450184502;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-24;Girona;1;0;3;24;119;Granada;3;4;16;10;9;2;0.7;0.3;626;0.91;6;13;3;3;0;1;4;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;2;0.03;0.5;570;0.010526315789473684;814.2857142857143;0.25;5.714285714285714;6;0.39999999999999997;2;-1;-7;0.025559105431309903;0.4375;0.09999999999999999;0.5714285714285714;3;4;7;1;0;0;0;1;0.4375;0.7777777777777778;0.011182108626198083;2.2857142857142856;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-19;Girona;1;3;1;24;52;Valencia C. F.;0;2;18;20;5;6;0.64;0.36;629;0.91;8;10;0;2;0;0;4;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;5;0.018;0.0;572;0.013986013986013986;893.75;0.2222222222222222;6.25;-2;0.28;-1;-2;-2;0.028616852146263912;0.16666666666666666;0.21333333333333335;1.3333333333333333;1;2;3;1;0;0;1;0;0.16666666666666666;0.6;0.0047694753577106515;6.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-14;Girona;1;3;1;24;37;Villarreal;1;4;22;11;5;3;0.67;0.33;749;0.92;3;14;1;3;0;1;5;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1;0.030000000000000002;0.3333333333333333;689;0.0043541364296081275;1028.3582089552237;0.22727272727272727;7.462686567164178;11;0.34;4;-3;-11;0.029372496662216287;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-10;Girona;1;3;3;24;45;Alavés;2;3;15;14;5;8;0.65;0.35;582;0.89;6;13;2;3;0;0;3;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;5;0.024999999999999998;0.3333333333333333;518;0.011583011583011582;796.9230769230769;0.2;4.615384615384615;1;0.30000000000000004;-2;-1;-7;0.02577319587628866;0.13333333333333333;0.325;1.5;2;0;2;0;1;0;1;0;0.13333333333333333;0.4;0.003436426116838488;7.5;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-04;Girona;1;3;0;24;10;Barcelona;0;3;9;16;7;7;0.39;0.61;383;0.83;11;8;0;3;0;0;5;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;4;0.038125;0.0;318;0.03459119496855346;815.3846153846154;0.5555555555555556;12.82051282051282;-7;-0.21999999999999997;1;-3;3;0.02349869451697128;0.4444444444444444;0.0975;1.25;1;3;4;1;0;0;0;1;0.4444444444444444;0.5714285714285714;0.010443864229765013;2.25;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-27;Girona;1;3;5;24;50;U. D. Las Palmas;3;1;6;10;3;5;0.39;0.61;381;0.77;10;12;3;1;0;0;2;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;4;0.061;0.3;293;0.034129692832764506;751.2820512820513;0.3333333333333333;5.128205128205128;-4;-0.21999999999999997;-2;2;-2;0.015748031496062992;0.3333333333333333;0.195;1.0;1;1;2;1;0;0;1;0;0.3333333333333333;0.6666666666666666;0.005249343832020997;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-20;Girona;1;3;1;24;130;Cádiz;1;2;10;12;5;5;0.58;0.42;553;0.9;11;14;1;2;0;0;2;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;4;0.034999999999999996;0.09090909090909091;498;0.02208835341365462;858.6206896551724;0.2;3.4482758620689657;-2;0.15999999999999998;-2;-1;-3;0.018083182640144666;0.4;0.145;0.5;2;2;4;1;0;0;0;1;0.4;0.8;0.007233273056057866;2.5;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-13;Girona;1;5;1;24;27;Atlético Madrid;2;3;12;17;5;4;0.6;0.4;627;0.9;12;18;2;3;0;0;0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;2;0.023529411764705882;0.16666666666666666;564;0.02127659574468085;940.0;0.0;0.0;-5;0.19999999999999996;-2;-1;-6;0.019138755980861243;0.08333333333333333;0.6;0.0;1;0;1;0;0;1;1;0;0.08333333333333333;0.2;0.001594896331738437;12.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-31;Girona;1;17;7;24;39;Betis;3;4;9;7;5;4;0.57;0.43;575;0.87;13;14;3;4;0;0;5;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;4;0.06142857142857143;0.23076923076923078;500;0.026;877.1929824561404;0.5555555555555556;8.771929824561404;2;0.13999999999999996;1;-1;-1;0.01565217391304348;0.3333333333333333;0.18999999999999997;1.6666666666666667;1;2;3;1;0;0;0;1;0.3333333333333333;0.6;0.0052173913043478265;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-16;Girona;1;3;7;24;48;Getafe;4;4;13;11;3;3;0.59;0.41;470;0.82;13;16;4;4;0;0;5;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2;0.03727272727272727;0.3076923076923077;385;0.033766233766233764;652.542372881356;0.38461538461538464;8.474576271186441;2;0.18;3;0;-3;0.027659574468085105;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-09;Girona;1;17;23;24;41;Osasuna;3;3;11;7;6;1;0.6;0.4;550;0.9;10;16;3;3;0;0;5;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;7;0.05714285714285715;0.3;495;0.020202020202020204;825.0;0.45454545454545453;8.333333333333334;4;0.19999999999999996;-2;0;-6;0.02;0.18181818181818182;0.3;2.5;1;1;2;1;0;0;0;1;0.18181818181818182;0.3333333333333333;0.0036363636363636364;5.5;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
