Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Maarten Vandevoordt-RB Leipzig;Kosta Nedeljković-RB Leipzig;Lukas Klostermann-RB Leipzig;Castello Lukeba-RB Leipzig;David Raum-RB Leipzig;Kevin Kampl-RB Leipzig;Nicolas Seiwald-RB Leipzig;Amadou Haidara-RB Leipzig;Xavi Simons-RB Leipzig;Loïs Openda-RB Leipzig;Benjamin Šeško-RB Leipzig;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Lutsharel Geertruida-RB Leipzig;El Chadaille Bitshiabu-RB Leipzig;Bote Baku-RB Leipzig;Christoph Baumgartner-RB Leipzig;Péter Gulácsi-RB Leipzig;Arthur Vermeeren-RB Leipzig;Willi Orban-RB Leipzig;Antonio Nusa-RB Leipzig;Yussuf Poulsen-RB Leipzig;Benjamin Henrichs-RB Leipzig;Xaver Schlager-RB Leipzig;André Silva-RB Leipzig;Mohamed Simakan-RB Leipzig;Elif Elmas-RB Leipzig;Janis Blaswich-RB Leipzig;Dani Olmo-RB Leipzig;Emil Forsberg-RB Leipzig;Christopher Lenz-RB Leipzig;Fábio Carvalho-RB Leipzig;Timo Werner-RB Leipzig;Marcel Halstenberg-RB Leipzig;Konrad Laimer-RB Leipzig;Dominik Szoboszlai-RB Leipzig;Christopher Nkunku-RB Leipzig;Ørjan Nyland-RB Leipzig;Joško Gvardiol-RB Leipzig
2023-09-23;RB Leipzig;9;1;2;31;172;Mönchengladbach;1;1;8;14;4;1;0.56;0.44;552;0.82;7;14;1;1;0;0;6;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;11;0.03142857142857143;0.14285714285714285;453;0.01545253863134658;808.9285714285713;0.75;10.714285714285714;-6;0.12000000000000005;-5;0;-7;0.014492753623188406;0.125;0.56;6.0;0;1;1;1;0;0;1;0;0.125;0.25;0.0018115942028985507;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-19;RB Leipzig;0;1;4;31;35;Young Boys;4;3;21;8;9;3;0.44;0.56;406;0.78;13;12;4;3;0;0;7;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;3;0.07;0.3076923076923077;317;0.04100946372239748;720.4545454545455;0.3333333333333333;15.909090909090908;13;-0.12000000000000005;4;1;1;0.05172413793103448;0.14285714285714285;0.14666666666666667;2.3333333333333335;1;2;3;1;0;0;1;0;0.14285714285714285;0.3333333333333333;0.007389162561576354;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-16;RB Leipzig;9;13;17;31;173;Augsburgo;0;0;9;16;6;5;0.55;0.45;504;0.84;16;12;0;0;0;0;1;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;6;0.028125;0.0;423;0.037825059101654845;769.090909090909;0.1111111111111111;1.8181818181818181;-7;0.10000000000000003;-5;0;4;0.017857142857142856;0.3333333333333333;0.18333333333333335;0.3333333333333333;3;0;3;1;0;0;0;1;0.3333333333333333;0.5;0.005952380952380952;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-03;RB Leipzig;9;13;17;31;169;FC Union Berlin;1;4;14;3;7;1;0.66;0.34;643;0.84;9;16;1;3;0;1;7;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;3;0.11333333333333334;0.1111111111111111;540;0.016666666666666666;818.1818181818181;0.5;10.606060606060606;11;0.32;4;-3;-7;0.02177293934681182;0.21428571428571427;0.22;2.3333333333333335;0;3;3;1;0;0;1;0;0.21428571428571427;0.42857142857142855;0.004665629860031105;4.666666666666667;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-08-25;RB Leipzig;9;13;3;31;18;Stuttgart;1;1;20;9;11;4;0.54;0.46;510;0.86;11;10;1;1;0;0;4;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;4;0.051111111111111114;0.09090909090909091;439;0.025056947608200455;812.9629629629629;0.2;7.4074074074074066;11;0.08000000000000002;0;0;1;0.0392156862745098;0.25;0.10800000000000001;0.8;0;5;5;1;0;0;0;1;0.25;0.45454545454545453;0.00980392156862745;4.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-08-19;RB Leipzig;9;13;17;31;6;Leverkusen;2;1;14;11;6;7;0.56;0.44;557;0.85;10;13;2;1;0;0;5;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;4;0.04;0.2;473;0.021141649048625793;844.6428571428571;0.35714285714285715;8.928571428571427;3;0.12000000000000005;1;1;-3;0.025134649910233394;0.14285714285714285;0.28;2.5;1;1;2;0;0;1;1;0;0.14285714285714285;0.3333333333333333;0.003590664272890485;7.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-08-12;RB Leipzig;47;13;3;31;23;Bayern;1;2;10;13;5;5;0.32;0.68;288;0.76;13;14;1;2;0;0;6;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;9;0.05230769230769231;0.07692307692307693;219;0.0593607305936073;684.375;0.6;18.75;-3;-0.36000000000000004;-3;-1;-1;0.034722222222222224;0.3;0.10666666666666667;2.0;2;1;3;1;0;0;1;0;0.3;0.6;0.010416666666666666;3.3333333333333335;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-06-03;RB Leipzig;23;13;17;31;87;Frankfurt;2;2;13;6;3;2;0.58;0.42;557;0.81;13;13;2;2;0;0;6;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3;0.06999999999999999;0.15384615384615385;451;0.028824833702882482;777.5862068965517;0.46153846153846156;10.344827586206897;7;0.15999999999999998;3;0;0;0.02333931777378815;0.15384615384615385;0.29;3.0;0;2;2;1;0;0;0;1;0.15384615384615385;0.6666666666666666;0.003590664272890485;6.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0
2023-05-27;RB Leipzig;9;13;3;31;194;Schalke 04;2;2;18;15;11;4;0.51;0.49;425;0.75;12;11;2;2;0;0;4;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;5;0.03266666666666666;0.16666666666666666;319;0.03761755485893417;625.4901960784314;0.2222222222222222;7.8431372549019605;3;0.020000000000000018;-1;0;1;0.042352941176470586;0.2222222222222222;0.1275;1.0;2;2;4;1;0;0;0;1;0.2222222222222222;0.36363636363636365;0.009411764705882352;4.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0
2023-05-20;RB Leipzig;9;13;3;31;23;Bayern;1;1;14;15;7;4;0.4;0.6;388;0.79;11;8;1;1;0;0;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;7;0.04;0.09090909090909091;307;0.035830618892508145;767.5;0.14285714285714285;5.0;-1;-0.19999999999999996;-5;0;3;0.03608247422680412;0.21428571428571427;0.13333333333333333;0.6666666666666666;0;3;3;1;0;0;1;0;0.21428571428571427;0.42857142857142855;0.007731958762886598;4.666666666666667;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0
2023-05-14;RB Leipzig;9;13;30;31;171;Werder Bremen;2;4;20;6;7;2;0.62;0.38;573;0.84;12;20;2;4;0;0;3;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2;0.06333333333333334;0.16666666666666666;481;0.02494802494802495;775.8064516129033;0.15;4.838709677419355;14;0.24;1;-2;-8;0.034904013961605584;0.1;0.31;1.5;0;2;2;1;0;0;0;1;0.1;0.2857142857142857;0.0034904013961605585;10.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0
2023-05-06;RB Leipzig;9;13;13;31;170;Friburgo;4;1;13;3;5;1;0.59;0.41;518;0.8;11;9;4;1;0;0;3;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3;0.13666666666666666;0.36363636363636365;414;0.026570048309178744;701.6949152542373;0.23076923076923078;5.084745762711865;10;0.18;0;3;2;0.025096525096525095;0.07692307692307693;0.59;3.0;0;1;1;1;0;0;1;0;0.07692307692307693;0.2;0.0019305019305019305;13.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0
2023-05-02;RB Leipzig;23;3;4;31;170;Friburgo;4;2;12;10;6;2;0.47;0.53;410;0.77;16;16;3;2;1;0;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3;0.053000000000000005;0.25;316;0.05063291139240506;672.3404255319149;0.25;6.382978723404256;2;-0.06000000000000005;0;2;0;0.02926829268292683;0.4166666666666667;0.094;0.6;4;1;5;1;0;0;1;0;0.4166666666666667;0.8333333333333334;0.012195121951219513;2.4;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0
2023-04-29;RB Leipzig;9;17;2;31;97;Hoffenheim;0;2;15;5;2;1;0.59;0.41;586;0.84;10;14;0;2;0;0;7;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1;0.08199999999999999;0.0;492;0.02032520325203252;833.8983050847459;0.4666666666666667;11.864406779661017;10;0.18;6;-2;-4;0.025597269624573378;0.06666666666666667;0.59;7.0;1;0;1;1;0;0;0;1;0.06666666666666667;0.5;0.0017064846416382253;15.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0
2023-04-23;RB Leipzig;9;17;17;31;6;Leverkusen;4;3;26;7;6;4;0.69;0.31;710;0.85;9;9;3;3;1;0;9;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0;0.04428571428571428;0.4444444444444444;604;0.014900662251655629;875.3623188405797;0.34615384615384615;13.043478260869566;19;0.37999999999999995;9;1;0;0.036619718309859155;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0
2023-04-15;RB Leipzig;9;6;17;31;173;Augsburgo;2;3;12;12;6;2;0.59;0.41;637;0.85;8;11;2;3;0;0;3;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;5;0.034166666666666665;0.25;541;0.014787430683918669;916.949152542373;0.25;5.084745762711865;0;0.18;-2;-1;-3;0.018838304552590265;0.25;0.19666666666666666;1.0;3;0;3;1;0;0;0;1;0.25;0.5;0.004709576138147566;4.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0
2023-04-08;RB Leipzig;9;6;2;31;184;Hertha Berlin;3;4;18;11;6;1;0.68;0.32;578;0.82;13;12;3;4;0;0;4;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;4;0.02909090909090909;0.23076923076923078;474;0.027426160337552744;697.0588235294117;0.2222222222222222;5.88235294117647;7;0.36000000000000004;0;-1;1;0.031141868512110725;0.05555555555555555;0.68;4.0;1;0;1;1;0;0;1;0;0.05555555555555555;0.16666666666666666;0.0017301038062283738;18.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0
2023-04-05;RB Leipzig;23;6;0;31;11;Dortmund;2;4;20;3;11;1;0.45;0.55;496;0.78;9;7;2;4;0;0;9;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1;0.18333333333333335;0.2222222222222222;387;0.023255813953488372;860.0;0.45;20.0;17;-0.10000000000000003;8;-2;2;0.04032258064516129;0.1;0.225;4.5;1;1;2;1;0;0;0;1;0.1;0.18181818181818182;0.004032258064516129;10.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0
2023-04-01;RB Leipzig;9;13;17;31;174;Mainz 05;3;3;12;19;3;7;0.7;0.3;706;0.85;13;20;3;3;0;0;3;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;4;0.015789473684210527;0.23076923076923078;600;0.021666666666666667;857.1428571428572;0.25;4.285714285714286;-7;0.39999999999999997;-1;0;-7;0.0169971671388102;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0
2023-03-18;RB Leipzig;9;13;28;31;178;Bochum;3;2;22;8;8;2;0.66;0.34;543;0.82;8;11;3;2;0;0;7;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2;0.0425;0.375;445;0.017977528089887642;674.2424242424242;0.3181818181818182;10.606060606060606;14;0.32;5;1;-3;0.040515653775322284;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0
2023-03-14;RB Leipzig;0;3;31;31;3;Manchester City;2;2;4;23;1;16;0.33;0.67;332;0.78;7;10;2;2;0;0;0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;10;0.029130434782608697;0.2857142857142857;259;0.02702702702702703;784.8484848484848;0.0;0.0;-19;-0.34;-10;0;-3;0.012048192771084338;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0
2023-03-11;RB Leipzig;9;13;3;31;172;Mönchengladbach;1;0;14;7;9;3;0.67;0.33;693;0.87;9;9;1;0;0;0;11;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0.047142857142857146;0.1111111111111111;603;0.014925373134328358;900.0;0.7857142857142857;16.417910447761194;7;0.34;11;1;0;0.020202020202020204;0.21428571428571427;0.22333333333333336;3.6666666666666665;0;3;3;1;0;0;0;1;0.21428571428571427;0.3333333333333333;0.004329004329004329;4.666666666666667;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0
2023-03-03;RB Leipzig;9;13;7;31;11;Dortmund;5;2;17;8;6;3;0.62;0.38;626;0.87;20;8;5;2;0;0;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;4;0.0475;0.25;545;0.03669724770642202;879.0322580645161;0.35294117647058826;9.67741935483871;9;0.24;2;3;12;0.027156549520766772;0.058823529411764705;0.62;6.0;0;1;1;0;0;1;1;0;0.058823529411764705;0.16666666666666666;0.001597444089456869;17.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0
2023-02-25;RB Leipzig;9;13;17;31;87;Frankfurt;2;3;10;7;5;4;0.54;0.46;587;0.81;11;12;2;3;0;0;2;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;6;0.06571428571428571;0.18181818181818182;475;0.023157894736842106;879.6296296296296;0.2;3.7037037037037033;3;0.08000000000000002;-4;-1;-1;0.017035775127768313;0.2;0.27;1.0;2;0;2;1;0;0;0;1;0.2;0.4;0.0034071550255536627;5.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0
2023-02-22;RB Leipzig;0;3;31;31;3;Manchester City;1;0;7;12;4;3;0.38;0.62;427;0.85;12;6;1;0;0;0;2;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4;0.051666666666666666;0.08333333333333333;363;0.03305785123966942;955.2631578947369;0.2857142857142857;5.2631578947368425;-5;-0.24;-2;1;6;0.01639344262295082;0.14285714285714285;0.38;2.0;0;1;1;0;1;0;0;1;0.14285714285714285;0.25;0.00234192037470726;7.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0
2023-02-18;RB Leipzig;9;3;3;31;175;Wolfsburg;1;1;16;7;5;2;0.57;0.43;604;0.87;15;16;1;1;0;0;5;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2;0.06142857142857143;0.06666666666666667;525;0.02857142857142857;921.0526315789474;0.3125;8.771929824561404;9;0.13999999999999996;3;0;-1;0.026490066225165563;0.1875;0.18999999999999997;1.6666666666666667;1;2;3;1;0;0;1;0;0.1875;0.6;0.004966887417218543;5.333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0
2023-02-11;RB Leipzig;9;17;2;31;169;FC Union Berlin;4;4;10;6;2;3;0.64;0.36;648;0.85;15;13;4;4;0;0;3;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4;0.06;0.26666666666666666;551;0.02722323049001815;860.9375;0.3;4.6875;4;0.28;-1;0;2;0.015432098765432098;0.1;0.64;3.0;1;0;1;0;0;1;0;1;0.1;0.5;0.0015432098765432098;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0
2023-02-04;RB Leipzig;9;17;13;31;190;Colonia;4;3;7;9;2;0;0.56;0.44;569;0.77;15;10;4;3;0;0;1;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5;0.04888888888888889;0.26666666666666666;438;0.03424657534246575;782.1428571428571;0.14285714285714285;1.7857142857142856;-2;0.12000000000000005;-4;1;5;0.012302284710017574;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0
2023-02-01;RB Leipzig;23;13;9;31;97;Hoffenheim;0;3;11;3;6;1;0.65;0.35;651;0.85;12;9;0;2;0;1;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.11666666666666665;0.0;553;0.0216998191681736;850.7692307692307;0.45454545454545453;7.692307692307692;8;0.30000000000000004;5;-3;3;0.016897081413210446;0.2727272727272727;0.21666666666666667;1.6666666666666667;2;1;3;1;0;0;0;1;0.2727272727272727;0.5;0.004608294930875576;3.6666666666666665;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0
2023-01-27;RB Leipzig;9;13;3;31;18;Stuttgart;0;0;10;12;4;4;0.55;0.45;614;0.84;8;6;0;0;0;0;3;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;6;0.0375;0.0;516;0.015503875968992248;938.1818181818181;0.3;5.454545454545454;-2;0.10000000000000003;-3;0;2;0.016286644951140065;0.2;0.275;1.5;1;1;2;1;0;0;0;1;0.2;0.5;0.003257328990228013;5.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0
