Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Joan García Pons-RCD Espanyol;Omar El Hilali-RCD Espanyol;Marash Kumbulla-RCD Espanyol;Leandro Cabrera-RCD Espanyol;Carlos Romero Serrano-RCD Espanyol;Urko González de Zárate-RCD Espanyol;Pol Lozano-RCD Espanyol;Jofre Carreras-RCD Espanyol;Eduardo Expósito Jaén-RCD Espanyol;Antoniu Roca-RCD Espanyol;Roberto Fernández Jaén-RCD Espanyol;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Javi Puado-RCD Espanyol;Alex Král-RCD Espanyol;Fernando Calero Villa-RCD Espanyol;Álvaro Aguado-RCD Espanyol;Brian Oliván-RCD Espanyol;Álvaro Tejero-RCD Espanyol;Alejo Véliz-RCD Espanyol;Walid Cheddira-RCD Espanyol;Justin Smith-RCD Espanyol;Irvin Cardona-RCD Espanyol;Sergi Gómez-RCD Espanyol;Fernando Pacheco-RCD Espanyol;Rafel Bauzà-RCD Espanyol;Naci Ünüvar-RCD Espanyol;José Luis Català Vázquez-RCD Espanyol;Salvi Sánchez-RCD Espanyol;Pere Milla-RCD Espanyol;José Gragera Amado-RCD Espanyol;Keidi Bare-RCD Espanyol;Nico Melamed-RCD Espanyol;Martin Braithwaite-RCD Espanyol;Óscar Gil Regaño-RCD Espanyol;Keita Baldé Diao-RCD Espanyol;Gastón Valles-RCD Espanyol;Víctor Ruiz Torre-RCD Espanyol;Rubén Sánchez Sáez-RCD Espanyol;Ian Forns-RCD Espanyol;Omar Sadik-RCD Espanyol;Ramon Ramos Lima-RCD Espanyol;José Carlos Lazo-RCD Espanyol;Ronaël Pierre-Gabriel-RCD Espanyol;César Montes-RCD Espanyol;Sergi Darder-RCD Espanyol;Denis Suárez-RCD Espanyol;Joselu-RCD Espanyol;Adrià Pedrosa-RCD Espanyol;Vinícius Souza-RCD Espanyol;Aleix Vidal-RCD Espanyol;Álvaro Fernández Llorente-RCD Espanyol;Roger Martínez Santamaría-RCD Espanyol;Simo-RCD Espanyol;Dani Villahermosa-RCD Espanyol;Daniel Gómez Alcón-RCD Espanyol;Benjamin Lecomte-RCD Espanyol
2024-10-25;RCD Espanyol;1;1;3;49;43;Sevilla;2;0;16;6;1;3;0.42;0.58;312;0.75;14;9;2;0;0;0;13;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;2;0.0966666666666666;0.1428571428571428;234;0.0598290598290598;557.1428571428571;0.8125;30.95238095238096;10;-0.1599999999999999;11;2;5;0.0512820512820512;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-19;RCD Espanyol;1;3;3;49;38;Athletic;3;2;5;10;2;6;0.43;0.57;350;0.78;22;15;3;2;0;0;5;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;5;0.0569999999999999;0.1363636363636363;273;0.0805860805860805;634.8837209302326;1.0;11.627906976744184;-5;-0.1399999999999999;0;1;7;0.0142857142857142;0.2;0.43;5.0;0;1;1;0;0;1;1;0;0.2;0.5;0.0028571428571428;5.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-05;RCD Espanyol;1;3;8;49;40;R.C.D. Mallorca;1;5;8;11;3;5;0.39;0.61;279;0.72;14;19;1;5;0;0;4;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;6;0.0554545454545454;0.0714285714285714;201;0.0696517412935323;515.3846153846154;0.5;10.256410256410255;-3;-0.2199999999999999;-2;-4;-5;0.028673835125448;0.25;0.195;2.0;1;1;2;1;0;0;0;1;0.25;0.6666666666666666;0.007168458781362;4.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-29;RCD Espanyol;1;1;3;49;39;Betis;4;2;8;20;1;11;0.46;0.54;408;0.82;20;14;4;2;0;0;4;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;8;0.027;0.2;335;0.0597014925373134;728.2608695652174;0.5;8.695652173913043;-12;-0.08;-4;2;6;0.0196078431372549;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-26;RCD Espanyol;1;1;1;49;37;Villarreal;5;3;9;15;2;4;0.57;0.43;506;0.85;12;14;5;3;0;0;4;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1;0.0286666666666666;0.4166666666666667;430;0.027906976744186;754.3859649122808;0.4444444444444444;7.017543859649123;-6;0.1399999999999999;3;2;-2;0.0177865612648221;0.1111111111111111;0.57;4.0;1;0;1;0;0;1;0;1;0.1111111111111111;0.5;0.0019762845849802;9.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-21;RCD Espanyol;1;4;0;49;12;Real Madrid;3;4;10;31;1;14;0.27;0.73;260;0.68;5;7;3;4;0;0;4;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;9;0.0235483870967741;0.6;177;0.0282485875706214;655.5555555555555;0.4;14.814814814814811;-21;-0.4599999999999999;-5;-1;-2;0.0384615384615384;0.1;0.27;4.0;0;1;1;0;0;1;1;0;0.1;1.0;0.0038461538461538;10.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-14;RCD Espanyol;1;1;3;49;45;Alavés;2;3;9;19;4;6;0.37;0.63;265;0.75;17;14;2;3;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;5;0.0331578947368421;0.1176470588235294;199;0.0854271356783919;537.8378378378378;0.0;0.0;-10;-0.26;-5;-1;3;0.0339622641509433;0.3333333333333333;0.1233333333333333;0.0;1;2;3;1;0;0;0;1;0.3333333333333333;0.75;0.0113207547169811;3.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-31;RCD Espanyol;1;1;1;49;42;Rayo Vallecano;3;2;10;17;3;5;0.47;0.53;355;0.77;14;16;3;2;0;0;3;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;7;0.0311764705882352;0.2142857142857142;273;0.0512820512820512;580.8510638297872;0.3;6.382978723404256;-7;-0.06;-4;1;-2;0.028169014084507;0.2;0.235;1.5;1;1;2;1;0;0;0;1;0.2;0.6666666666666666;0.0056338028169014;5.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-28;RCD Espanyol;1;4;4;49;27;Atlético Madrid;2;0;8;25;1;7;0.37;0.63;362;0.79;9;6;2;0;0;0;3;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;9;0.0252;0.2222222222222222;286;0.0314685314685314;772.972972972973;0.375;8.108108108108109;-17;-0.26;-6;2;3;0.0220994475138121;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-24;RCD Espanyol;1;1;7;49;46;Real Sociedad;2;2;13;8;4;3;0.34;0.66;259;0.74;14;18;2;2;0;0;7;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;4;0.0825;0.1428571428571428;192;0.0729166666666666;564.7058823529411;0.5384615384615384;20.588235294117645;5;-0.32;3;0;-4;0.0501930501930501;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-19;RCD Espanyol;1;4;5;49;51;Valladolid;2;2;10;12;2;1;0.55;0.45;479;0.81;8;15;2;2;0;0;2;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;3;0.0375;0.25;388;0.0206185567010309;705.4545454545454;0.2;3.636363636363636;-2;0.1;-1;0;-7;0.0208768267223382;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-06-23;RCD Espanyol;7;1;3;49;121;Real Oviedo;3;3;11;9;2;2;0.46;0.54;329;0.75;21;16;3;3;0;0;7;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;5;0.06;0.1428571428571428;247;0.0850202429149797;536.9565217391304;0.6363636363636364;15.217391304347826;2;-0.08;2;0;5;0.033434650455927;0.1818181818181818;0.23;3.5;2;0;2;1;0;0;0;1;0.1818181818181818;1.0;0.0060790273556231;5.5;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-06-16;RCD Espanyol;7;1;3;49;121;Real Oviedo;2;1;4;9;0;4;0.48;0.52;336;0.79;17;14;2;1;0;0;4;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1;0.0577777777777777;0.1176470588235294;265;0.0641509433962264;552.0833333333334;1.0;8.333333333333334;-5;-0.04;3;1;3;0.0119047619047619;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-06-13;RCD Espanyol;7;1;1;49;120;Sporting Gijón;1;3;19;14;6;3;0.47;0.53;392;0.75;13;16;0;3;1;0;1;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;7;0.0378571428571428;0.0769230769230769;294;0.0442176870748299;625.5319148936171;0.0526315789473684;2.127659574468085;5;-0.06;-6;-2;-3;0.048469387755102;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-06-09;RCD Espanyol;7;1;1;49;120;Sporting Gijón;6;3;16;9;5;3;0.55;0.45;455;0.84;15;8;5;3;1;0;5;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0.05;0.4;382;0.0392670157068062;694.5454545454545;0.3125;9.09090909090909;7;0.1;5;3;7;0.0351648351648351;0.0625;0.55;5.0;0;1;1;1;0;0;1;0;0.0625;0.2;0.0021978021978021;16.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-06-02;RCD Espanyol;7;3;0;49;135;Cartagena;1;0;14;8;6;1;0.58;0.42;463;0.81;10;12;1;0;0;0;8;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3;0.0525;0.1;375;0.0266666666666666;646.551724137931;0.5714285714285714;13.793103448275865;6;0.1599999999999999;5;1;-2;0.0302375809935205;0.2142857142857142;0.1933333333333333;2.6666666666666665;0;3;3;1;0;0;0;1;0.2142857142857142;0.5;0.0064794816414686;4.666666666666667;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-26;RCD Espanyol;7;6;1;49;816;Amorebieta;0;1;11;10;3;3;0.65;0.35;522;0.86;14;11;0;1;0;0;2;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3;0.0349999999999999;0.0;449;0.0311804008908685;690.7692307692307;0.1818181818181818;3.0769230769230766;1;0.3;-1;-1;3;0.0210727969348659;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-20;RCD Espanyol;7;1;3;49;121;Real Oviedo;2;1;10;9;2;4;0.43;0.57;299;0.78;13;15;2;1;0;0;2;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;7;0.0633333333333333;0.1538461538461538;233;0.055793991416309;541.8604651162791;0.2;4.651162790697675;1;-0.1399999999999999;-5;1;-2;0.0334448160535117;0.2;0.215;1.0;1;1;2;1;0;0;0;1;0.2;1.0;0.0066889632107023;5.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-11;RCD Espanyol;7;1;0;49;51;Valladolid;7;4;4;15;1;2;0.41;0.59;335;0.69;19;13;6;4;1;0;4;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3;0.0393333333333333;0.3684210526315789;231;0.0822510822510822;563.4146341463415;1.0;9.75609756097561;-11;-0.18;1;3;6;0.0119402985074626;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-05;RCD Espanyol;7;1;1;49;120;Sporting Gijón;4;4;14;4;2;0;0.53;0.47;334;0.79;20;11;4;4;0;0;8;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3;0.1175;0.2;264;0.0757575757575757;498.1132075471698;0.5714285714285714;15.094339622641508;10;0.06;5;0;9;0.0419161676646706;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-27;RCD Espanyol;7;1;17;49;123;Elche C. F.;4;2;9;10;4;3;0.41;0.59;353;0.78;22;12;4;2;0;0;4;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;6;0.059;0.1818181818181818;275;0.08;670.7317073170732;0.4444444444444444;9.75609756097561;-1;-0.18;-2;2;10;0.0254957507082152;0.2222222222222222;0.205;2.0;1;1;2;0;1;0;1;0;0.2222222222222222;0.5;0.0056657223796034;4.5;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-21;RCD Espanyol;7;8;3;49;-1;FC Andorra;5;3;12;12;4;6;0.47;0.53;422;0.85;12;6;5;3;0;0;6;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2;0.0441666666666666;0.4166666666666667;359;0.0334261838440111;763.8297872340426;0.5;12.765957446808512;0;-0.06;4;2;6;0.0284360189573459;0.0833333333333333;0.47;6.0;0;1;1;0;1;0;0;1;0.0833333333333333;0.25;0.0023696682464454;12.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-12;RCD Espanyol;7;1;3;49;47;Leganés;2;4;13;10;1;3;0.57;0.43;459;0.86;11;19;2;4;0;0;0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3;0.043;0.1818181818181818;395;0.0278481012658227;692.9824561403509;0.0;0.0;3;0.1399999999999999;-3;-2;-8;0.0283224400871459;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-07;RCD Espanyol;7;3;14;49;127;Albacete;3;3;9;9;5;4;0.54;0.46;461;0.85;17;9;2;3;1;0;5;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;8;0.0511111111111111;0.1764705882352941;392;0.0433673469387755;725.9259259259259;0.5555555555555556;9.25925925925926;0;0.08;-3;0;8;0.0195227765726681;0.2222222222222222;0.27;2.5;1;1;2;1;0;0;0;1;0.2222222222222222;0.4;0.0043383947939262;4.5;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-29;RCD Espanyol;7;1;8;49;129;Burgos;3;4;10;14;2;5;0.52;0.48;387;0.8;13;12;3;4;0;0;7;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;5;0.0342857142857142;0.2307692307692307;310;0.0419354838709677;596.1538461538462;0.7;13.461538461538462;-4;0.04;2;-1;1;0.0258397932816537;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-23;RCD Espanyol;7;7;1;49;134;Tenerife;4;4;22;9;8;2;0.67;0.33;492;0.88;10;19;4;4;0;0;10;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;2;0.0366666666666666;0.4;433;0.023094688221709;646.2686567164179;0.4545454545454545;14.925373134328357;13;0.34;8;0;-9;0.0447154471544715;0.0454545454545454;0.67;10.0;0;1;1;0;1;0;0;1;0.0454545454545454;0.125;0.0020325203252032;22.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-17;RCD Espanyol;7;3;3;49;117;Real Zaragoza;4;1;6;14;1;2;0.4;0.6;311;0.72;22;13;4;1;0;0;3;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8;0.0428571428571428;0.1818181818181818;224;0.0982142857142857;560.0;0.5;7.5;-8;-0.1999999999999999;-5;3;9;0.0192926045016077;0.1666666666666666;0.4;3.0;1;0;1;1;0;0;1;0;0.1666666666666666;1.0;0.0032154340836012;6.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-10;RCD Espanyol;7;6;1;49;-1;Alcorcón;5;3;13;15;2;5;0.63;0.37;456;0.79;13;11;4;2;1;1;6;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4;0.0246666666666666;0.3846153846153846;360;0.0361111111111111;571.4285714285714;0.4615384615384615;9.523809523809524;-2;0.26;2;2;2;0.0285087719298245;0.0769230769230769;0.63;6.0;0;1;1;0;1;0;1;0;0.0769230769230769;0.5;0.0021929824561403;13.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-02;RCD Espanyol;7;1;9;49;122;S. D. Huesca;2;5;12;2;3;1;0.57;0.43;518;0.85;19;16;2;5;0;0;4;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.215;0.1052631578947368;440;0.0431818181818181;771.9298245614036;0.3333333333333333;7.017543859649123;10;0.1399999999999999;3;-3;3;0.0231660231660231;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-24;RCD Espanyol;7;1;3;49;124;Eibar;2;1;8;12;4;4;0.45;0.55;471;0.78;13;14;2;1;0;0;3;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;6;0.0458333333333333;0.1538461538461538;367;0.0354223433242506;815.5555555555555;0.375;6.666666666666666;-4;-0.1;-3;1;-1;0.0169851380042462;0.375;0.15;1.0;0;3;3;1;0;0;1;0;0.375;0.75;0.0063694267515923;2.6666666666666665;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
