Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Guglielmo Vicario-Tottenham;Pedro Porro-Tottenham;Cuti Romero-Tottenham;Micky van de Ven-Tottenham;Destiny Udogie-Tottenham;Lucas Bergvall-Tottenham;Rodrigo Bentancur-Tottenham;James Maddison-Tottenham;Brennan Johnson-Tottenham;Dominic Solanke-Tottenham;Mathys Tel-Tottenham;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Archie Gray-Tottenham;Ben Davies-Tottenham;Djed Spence-Tottenham;Pape Matar Sarr-Tottenham;Yves Bissouma-Tottenham;Son Heung-Min-Tottenham;Wilson Odobert-Tottenham;Kevin Danso-Tottenham;Dejan Kulusevski-Tottenham;Antonín Kinský-Tottenham;Mikey Moore-Tottenham;Richarlison-Tottenham;Brandon Austin-Tottenham;Radu Drăgușin-Tottenham;Sergio Reguilón-Tottenham;Timo Werner-Tottenham;Fraser Forster-Tottenham;Will Lankshear-Tottenham;Emerson Royal-Tottenham;Jamie Donley-Tottenham;Oliver Skipp-Tottenham;Manor Solomon-Tottenham;Pierre-Emile Højbjerg-Tottenham;Giovani Lo Celso-Tottenham;Bryan Gil-Tottenham;Eric Dier-Tottenham;Davinson Sánchez-Tottenham;Ivan Perišić-Tottenham;Harry Kane-Tottenham;Japhet Tanganga-Tottenham;Clément Lenglet-Tottenham;Arnaut Danjuma-Tottenham;Hugo Lloris-Tottenham;Lucas Moura-Tottenham;Matt Doherty-Tottenham;Ryan Sessegnon-Tottenham
2024-07-17;Tottenham;6;3;3;56;139;Hearts;0;0;22;10;6;3;0.73;0.27;671;0.9;7;9;0;0;0;0;11;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;5;0.027;0.0;604;0.0115894039735099;827.3972602739726;0.5;15.068493150684931;12;0.4599999999999999;6;0;-2;0.0327868852459016;0.2272727272727272;0.146;2.2;1;4;5;1;0;0;1;0;0.2272727272727272;0.8333333333333334;0.007451564828614;4.4;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-22;Tottenham;6;3;0;56;60;Newcastle;1;0;18;4;3;2;0.64;0.36;732;0.93;7;9;1;0;0;0;5;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;4;0.09;0.1428571428571428;681;0.0102790014684287;1064.0625;0.2777777777777778;7.8125;14;0.28;1;1;-2;0.0245901639344262;0.0555555555555555;0.64;5.0;1;0;1;0;1;0;1;0;0.0555555555555555;0.3333333333333333;0.0013661202185792;18.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-19;Tottenham;3;3;4;56;818;Sheffield United;0;2;18;6;9;1;0.77;0.23;697;0.9;9;11;0;2;0;0;6;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;2;0.0383333333333333;0.0;627;0.0143540669856459;814.2857142857142;0.3333333333333333;7.792207792207792;12;0.54;4;-2;-2;0.0258249641319942;0.1666666666666666;0.2566666666666666;2.0;1;2;3;1;0;0;1;0;0.1666666666666666;0.3333333333333333;0.0043041606886657;6.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-14;Tottenham;3;28;3;56;3;Manchester City;3;3;10;8;5;5;0.54;0.46;611;0.88;14;11;3;3;0;0;7;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;4;0.0575;0.2142857142857142;538;0.0260223048327137;996.2962962962962;0.7;12.962962962962962;2;0.08;3;0;3;0.0163666121112929;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-11;Tottenham;3;0;1;56;819;Burnley;3;5;21;7;9;3;0.64;0.36;547;0.88;10;14;3;5;0;0;9;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;3;0.0514285714285714;0.3;481;0.0207900207900207;751.5625;0.4285714285714285;14.0625;14;0.28;6;-2;-4;0.0383912248628884;0.0952380952380952;0.32;4.5;1;1;2;1;0;0;0;1;0.0952380952380952;0.2222222222222222;0.0036563071297989;10.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-05;Tottenham;3;0;0;56;2;Liverpool;4;1;11;25;6;13;0.56;0.44;567;0.85;12;14;4;1;0;0;3;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;8;0.0176;0.3333333333333333;482;0.0248962655601659;860.7142857142857;0.2727272727272727;5.357142857142857;-14;0.12;-5;3;-2;0.019400352733686;0.1818181818181818;0.28;1.5;0;2;2;0;0;1;1;0;0.1818181818181818;0.3333333333333333;0.0035273368606701;5.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-02;Tottenham;3;3;3;56;53;Chelsea;1;0;19;16;3;5;0.63;0.37;577;0.86;16;12;1;0;0;0;9;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4;0.023125;0.0625;496;0.032258064516129;787.3015873015873;0.4736842105263157;14.285714285714286;3;0.26;5;1;4;0.0329289428076256;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-28;Tottenham;3;3;0;56;9;Arsenal;2;1;15;9;2;3;0.63;0.37;564;0.89;12;16;2;1;0;0;8;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;6;0.0411111111111111;0.1666666666666666;502;0.0239043824701195;796.8253968253969;0.5333333333333333;12.698412698412698;6;0.26;2;1;-4;0.026595744680851;0.1333333333333333;0.315;4.0;0;2;2;0;0;1;0;1;0.1333333333333333;1.0;0.0035460992907801;7.5;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-13;Tottenham;3;3;0;56;60;Newcastle;4;0;11;18;2;5;0.73;0.27;575;0.86;12;14;4;0;0;0;3;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;16;0.015;0.3333333333333333;494;0.0242914979757085;676.7123287671233;0.2727272727272727;4.109589041095891;-7;0.4599999999999999;-13;4;-2;0.0191304347826086;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-07;Tottenham;3;3;3;56;55;Nottingham Forest;2;4;17;13;7;6;0.64;0.36;668;0.87;11;12;2;4;0;0;12;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;2;0.0276923076923076;0.1818181818181818;581;0.0189328743545611;907.8125;0.7058823529411765;18.75;4;0.28;10;-2;-1;0.0254491017964071;0.1764705882352941;0.2133333333333333;4.0;1;2;3;1;0;0;0;1;0.1764705882352941;0.4285714285714285;0.0044910179640718;5.666666666666667;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-02;Tottenham;3;3;5;56;61;West Ham;4;1;13;11;4;4;0.68;0.32;662;0.89;9;13;4;1;0;0;5;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;9;0.029090909090909;0.4444444444444444;589;0.0152801358234295;866.1764705882352;0.3846153846153846;7.352941176470588;2;0.36;-4;3;-4;0.0196374622356495;0.0769230769230769;0.68;5.0;1;0;1;0;1;0;1;0;0.0769230769230769;0.25;0.0015105740181268;13.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-30;Tottenham;3;3;0;56;832;Luton;3;4;17;7;4;3;0.7;0.3;610;0.84;16;14;3;4;0;0;3;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;6;0.0428571428571428;0.1875;512;0.03125;731.4285714285714;0.1764705882352941;4.285714285714286;10;0.3999999999999999;-3;-1;2;0.0278688524590163;0.1176470588235294;0.35;1.5;0;2;2;1;0;0;0;1;0.1176470588235294;0.5;0.0032786885245901;8.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-16;Tottenham;3;3;3;56;58;Fulham;3;2;14;16;5;7;0.58;0.42;546;0.84;10;9;3;2;0;0;5;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;4;0.02625;0.3;459;0.0217864923747276;791.3793103448277;0.3571428571428571;8.620689655172415;-2;0.1599999999999999;1;1;1;0.0256410256410256;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-10;Tottenham;3;3;4;56;1;Aston Villa;2;1;9;10;5;1;0.7;0.3;708;0.91;15;11;2;0;0;1;4;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;6;0.03;0.1333333333333333;644;0.0232919254658385;920.0;0.4444444444444444;5.714285714285714;-1;0.3999999999999999;-2;1;4;0.0127118644067796;0.4444444444444444;0.175;1.0;0;4;4;1;0;0;1;0;0.4444444444444444;0.8;0.0056497175141242;2.25;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-02;Tottenham;3;3;17;56;65;Crystal Palace;1;2;14;4;6;1;0.79;0.21;818;0.89;7;16;1;2;0;0;11;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1;0.0525;0.1428571428571428;728;0.0096153846153846;921.518987341772;0.7857142857142857;13.924050632911392;10;0.5800000000000001;10;-1;-9;0.0171149144254278;0.2142857142857142;0.2633333333333333;3.6666666666666665;0;3;3;1;0;0;0;1;0.2142857142857142;0.5;0.0036674816625916;4.666666666666667;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-17;Tottenham;3;3;17;56;67;Wolves;0;1;15;12;4;7;0.72;0.28;748;0.88;8;13;0;1;0;0;10;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;4;0.0233333333333333;0.0;658;0.0121580547112462;913.8888888888888;0.6666666666666666;13.88888888888889;3;0.4399999999999999;6;-1;-5;0.0200534759358288;0.0666666666666666;0.72;10.0;0;1;1;0;0;1;0;1;0.0666666666666666;0.25;0.0013368983957219;15.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-10;Tottenham;3;3;3;56;54;Brighton;2;3;16;6;6;3;0.53;0.47;527;0.84;14;13;2;3;0;0;9;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;6;0.0783333333333333;0.1428571428571428;443;0.0316027088036117;835.8490566037735;0.5625;16.9811320754717;10;0.06;3;-1;1;0.0303605313092979;0.125;0.265;4.5;0;2;2;1;0;0;0;1;0.125;0.3333333333333333;0.0037950664136622;8.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-03;Tottenham;3;3;8;56;64;Everton;0;3;9;14;6;5;0.58;0.42;495;0.77;14;8;0;3;0;0;5;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;9;0.03;0.0;381;0.0367454068241469;656.896551724138;0.5555555555555556;8.620689655172415;-5;0.1599999999999999;-4;-3;6;0.0181818181818181;0.2222222222222222;0.29;2.5;2;0;2;0;1;0;1;0;0.2222222222222222;0.3333333333333333;0.004040404040404;4.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-31;Tottenham;3;3;2;56;57;Brentford;2;3;19;9;5;5;0.69;0.31;618;0.85;13;15;2;3;0;0;5;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;3;0.0344444444444444;0.1538461538461538;525;0.0247619047619047;760.8695652173914;0.2631578947368421;7.246376811594203;10;0.3799999999999999;2;-1;-2;0.0307443365695792;0.1578947368421052;0.2299999999999999;1.6666666666666667;0;3;3;1;0;0;0;1;0.1578947368421052;0.6;0.0048543689320388;6.333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-26;Tottenham;15;3;3;56;3;Manchester City;3;4;1;18;1;5;0.43;0.57;466;0.82;9;19;3;4;0;0;2;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;14;0.0316666666666666;0.3333333333333333;382;0.0235602094240837;888.3720930232558;2.0;4.651162790697675;-17;-0.1399999999999999;-12;-1;-10;0.0021459227467811;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-14;Tottenham;3;0;3;56;62;Manchester United;1;2;16;9;6;2;0.64;0.36;555;0.89;5;8;1;2;0;0;13;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;8;0.04;0.2;494;0.0101214574898785;771.875;0.8125;20.3125;7;0.28;5;-1;-3;0.0288288288288288;0.125;0.32;6.5;1;1;2;0;1;0;1;0;0.125;0.3333333333333333;0.0036036036036036;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-05;Tottenham;15;3;1;56;819;Burnley;1;2;16;10;7;1;0.64;0.36;619;0.85;14;11;1;2;0;0;8;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;3;0.036;0.0714285714285714;526;0.026615969581749;821.875;0.5;12.5;6;0.28;5;-1;3;0.0258481421647819;0.0625;0.64;8.0;0;1;1;1;0;0;0;1;0.0625;0.1428571428571428;0.0016155088852988;16.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-31;Tottenham;3;0;3;56;59;Bournemouth;3;2;12;24;6;4;0.51;0.49;436;0.81;9;18;3;2;0;0;4;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;13;0.0204166666666666;0.3333333333333333;353;0.0254957507082152;692.156862745098;0.3333333333333333;7.84313725490196;-12;0.02;-9;1;-9;0.0275229357798165;0.25;0.17;1.3333333333333333;1;2;3;1;0;0;0;1;0.25;0.5;0.0068807339449541;4.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-28;Tottenham;3;3;22;56;54;Brighton;2;3;19;15;3;9;0.55;0.45;537;0.84;6;18;2;3;0;0;6;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;7;0.03;0.3333333333333333;451;0.0133037694013303;819.9999999999999;0.3157894736842105;10.909090909090908;4;0.1;-1;-1;-12;0.0353817504655493;0.1052631578947368;0.275;3.0;0;2;2;0;0;1;1;0;0.1052631578947368;0.6666666666666666;0.0037243947858473;9.5;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-23;Tottenham;3;3;3;56;64;Everton;1;4;13;18;6;8;0.62;0.38;583;0.83;6;18;1;4;0;0;3;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;8;0.0211111111111111;0.1666666666666666;484;0.012396694214876;780.6451612903226;0.2307692307692307;4.838709677419355;-5;0.24;-5;-3;-12;0.0222984562607204;0.1538461538461538;0.31;1.5;2;0;2;1;0;0;0;1;0.1538461538461538;0.3333333333333333;0.0034305317324185;6.5;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-15;Tottenham;3;3;2;56;55;Nottingham Forest;5;2;12;15;6;1;0.68;0.32;547;0.88;11;16;4;2;1;0;4;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;6;0.0213333333333333;0.4545454545454545;481;0.0228690228690228;707.3529411764705;0.3333333333333333;5.88235294117647;-3;0.36;-2;3;-5;0.0219378427787934;0.1666666666666666;0.34;2.0;1;1;2;1;0;0;1;0;0.1666666666666666;0.3333333333333333;0.0036563071297989;6.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-10;Tottenham;3;3;0;56;60;Newcastle;1;3;23;9;12;3;0.57;0.43;536;0.85;10;12;1;3;0;0;3;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;6;0.0477777777777777;0.1;456;0.0219298245614035;800.0000000000001;0.1304347826086956;5.2631578947368425;14;0.1399999999999999;-3;-2;-2;0.042910447761194;0.1739130434782608;0.1425;0.75;2;2;4;1;0;0;0;1;0.1739130434782608;0.3333333333333333;0.0074626865671641;5.75;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-07;Tottenham;3;3;0;56;61;West Ham;3;3;23;11;7;5;0.75;0.25;784;0.91;11;12;3;3;0;0;8;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;4;0.0227272727272727;0.2727272727272727;713;0.0154277699859747;950.6666666666666;0.3478260869565217;10.666666666666666;12;0.5;4;0;-1;0.0293367346938775;0.0434782608695652;0.75;8.0;1;0;1;0;0;1;0;1;0.0434782608695652;0.1428571428571428;0.0012755102040816;23.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-03;Tottenham;3;3;31;56;3;Manchester City;4;4;8;17;4;4;0.45;0.55;472;0.85;14;14;4;4;0;0;8;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;10;0.0323529411764705;0.2857142857142857;401;0.0349127182044887;891.1111111111111;1.0;17.77777777777778;-9;-0.1;-2;0;0;0.0169491525423728;0.375;0.15;2.6666666666666665;1;2;3;0;1;0;1;0;0.375;0.75;0.0063559322033898;2.6666666666666665;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-26;Tottenham;3;3;1;56;1;Aston Villa;0;4;18;15;8;5;0.62;0.38;633;0.9;11;13;0;4;0;0;9;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;3;0.0253333333333333;0.0;570;0.019298245614035;919.3548387096774;0.5;14.516129032258064;3;0.24;6;-4;-2;0.0284360189573459;0.0555555555555555;0.62;9.0;1;0;1;0;0;1;0;1;0.0555555555555555;0.125;0.0015797788309636;18.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-11;Tottenham;3;0;2;56;67;Wolves;3;4;6;17;2;4;0.59;0.41;628;0.87;15;19;3;4;0;0;3;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;11;0.0241176470588235;0.2;546;0.0274725274725274;925.4237288135594;0.5;5.084745762711865;-11;0.18;-8;-1;-4;0.0095541401273885;0.1666666666666666;0.59;3.0;1;0;1;0;0;1;1;0;0.1666666666666666;0.5;0.001592356687898;6.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-06;Tottenham;3;3;3;56;53;Chelsea;3;5;8;17;5;8;0.38;0.62;317;0.79;12;21;1;5;2;0;1;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;6;0.0364705882352941;0.25;250;0.048;657.8947368421052;0.125;2.631578947368421;-9;-0.24;-5;-2;-9;0.0252365930599369;0.125;0.38;1.0;1;0;1;0;0;1;0;1;0.125;0.2;0.0031545741324921;8.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-27;Tottenham;3;3;3;56;65;Crystal Palace;1;2;10;13;1;3;0.76;0.24;732;0.91;11;19;1;2;0;0;2;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;11;0.0184615384615384;0.0909090909090909;666;0.0165165165165165;876.3157894736842;0.2;2.631578947368421;-3;0.52;-9;-1;-8;0.0136612021857923;0.2;0.38;1.0;0;2;2;1;0;0;1;0;0.2;2.0;0.0027322404371584;5.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
