Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Daniel Bentley-Wolves;Santiago Bueno-Wolves;Emmanuel Agbadou-Wolves;Toti-Wolves;Nélson Semedo-Wolves;João Gomes da Silva-Wolves;André Trindade da Costa Neto-Wolves;Rayan Aït-Nouri-Wolves;Marshall Munetsi-Wolves;Matheus Cunha-Wolves;Jørgen Strand Larsen-Wolves;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;José Sá-Wolves;Matt Doherty-Wolves;Jean-Ricner Bellegarde-Wolves;Sam Johnstone-Wolves;Nasser Djiga-Wolves;Pablo Sarabia-Wolves;Gonçalo Guedes-Wolves;Rodrigo Gomes-Wolves;Hwang Hee-chan-Wolves;Pedro Lima-Wolves;Tommy Doyle-Wolves;Craig Dawson-Wolves;Mario Lemina-Wolves;Carlos Borges-Wolves;Yerson Mosquera-Wolves;Alfie Pond-Wolves;Boubacar Traoré-Wolves;Daniel Podence-Wolves;Chiquinho-Wolves;Hugo Bueno-Wolves;Luke Cundle-Wolves;Tawanda Chirewa-Wolves;Max Kilman-Wolves;Leon Chiwome-Wolves;Nathan Fraser-Wolves;Pedro Neto-Wolves;Saša Kalajdžić-Wolves;Jonathan Castro Otto-Wolves;Fábio Silva-Wolves;Joe Hodge-Wolves;Matheus Nunes-Wolves;Nathan Collins-Wolves;Adama Traoré Diarra-Wolves;Raúl Jiménez-Wolves;Rúben Neves-Wolves;Diego Costa-Wolves;João Moutinho-Wolves;Matija Šarkić-Wolves;Dexter Lembikisa-Wolves;Connor Ronan-Wolves
2024-11-30;Wolves;3;3;3;67;59;Bournemouth;5;1;10;12;3;8;0.61;0.39;520;0.84;13;11;5;1;0;0;3;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;4;0.0325;0.3846153846153846;437;0.0297482837528604;716.3934426229508;0.3;4.918032786885246;-2;0.2199999999999999;-1;4;2;0.0192307692307692;0.2;0.305;1.5;1;1;2;0;0;1;0;1;0.2;0.6666666666666666;0.0038461538461538;5.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-23;Wolves;3;17;3;67;58;Fulham;0;3;10;10;5;3;0.4;0.6;392;0.82;14;14;0;3;0;0;2;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;7;0.06;0.0;321;0.043613707165109;802.5;0.2;5.0;0;-0.1999999999999999;-5;-3;0;0.0255102040816326;0.4;0.1;0.5;1;3;4;1;0;0;1;0;0.4;0.8;0.010204081632653;2.5;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-09;Wolves;3;3;9;67;68;Southampton;1;4;8;9;4;0;0.28;0.72;278;0.76;14;12;1;4;0;0;1;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;9;0.08;0.0714285714285714;211;0.0663507109004739;753.5714285714286;0.125;3.571428571428571;-1;-0.4399999999999999;-8;-3;2;0.0287769784172661;0.25;0.14;0.5;1;1;2;1;0;0;0;1;0.25;0.5;0.0071942446043165;4.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-02;Wolves;3;17;17;67;65;Crystal Palace;1;2;11;19;6;7;0.57;0.43;484;0.8;7;9;1;2;0;0;3;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;6;0.0226315789473684;0.1428571428571428;387;0.0180878552971576;678.9473684210527;0.2727272727272727;5.2631578947368425;-8;0.1399999999999999;-3;-1;-2;0.0227272727272727;0.1818181818181818;0.285;1.5;0;2;2;0;1;0;0;1;0.1818181818181818;0.3333333333333333;0.0041322314049586;5.5;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-26;Wolves;3;17;1;67;54;Brighton;3;3;14;19;7;6;0.48;0.52;438;0.82;10;12;3;3;0;0;6;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;9;0.0273684210526315;0.3;359;0.0278551532033426;747.9166666666667;0.4285714285714285;12.5;-5;-0.04;-3;0;-2;0.0319634703196347;0.1428571428571428;0.24;3.0;0;2;2;0;1;0;1;0;0.1428571428571428;0.2857142857142857;0.0045662100456621;7.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-20;Wolves;3;2;7;67;3;Manchester City;4;1;3;22;2;7;0.22;0.78;216;0.66;8;5;4;1;0;0;1;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;18;0.0354545454545454;0.5;143;0.0559440559440559;650.0;0.3333333333333333;4.545454545454546;-19;-0.56;-17;3;3;0.0138888888888888;0.3333333333333333;0.22;1.0;1;0;1;0;0;1;0;1;0.3333333333333333;0.5;0.0046296296296296;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-05;Wolves;3;7;3;67;57;Brentford;3;2;17;19;6;12;0.56;0.44;478;0.78;10;9;3;2;0;0;3;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;10;0.0231578947368421;0.3;373;0.0268096514745308;666.0714285714286;0.1764705882352941;5.357142857142857;-2;0.12;-7;1;1;0.0355648535564853;0.1764705882352941;0.1866666666666666;1.0;2;1;3;0;0;1;1;0;0.1764705882352941;0.5;0.006276150627615;5.666666666666667;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-28;Wolves;3;7;3;67;2;Liverpool;2;3;8;10;3;6;0.44;0.56;426;0.83;16;8;2;3;0;0;2;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;10;0.056;0.125;354;0.0451977401129943;804.5454545454545;0.25;4.545454545454546;-2;-0.12;-8;-1;8;0.0187793427230046;0.125;0.44;2.0;0;1;1;0;0;1;0;1;0.125;0.3333333333333333;0.0023474178403755;8.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-21;Wolves;3;7;3;67;1;Aston Villa;6;3;10;9;4;4;0.47;0.53;398;0.85;16;11;6;3;0;0;5;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;6;0.0588888888888888;0.375;338;0.0473372781065088;719.1489361702128;0.5;10.638297872340424;1;-0.06;-1;3;5;0.0251256281407035;0.1;0.47;5.0;1;0;1;0;0;1;1;0;0.1;0.25;0.0025125628140703;10.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-18;Wolves;14;3;1;67;54;Brighton;2;5;9;13;5;9;0.45;0.55;440;0.79;11;11;2;5;0;0;1;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2;0.0423076923076923;0.1818181818181818;348;0.0316091954022988;773.3333333333333;0.1111111111111111;2.2222222222222223;-4;-0.1;-1;-3;0;0.0204545454545454;0.2222222222222222;0.225;0.5;1;1;2;0;0;1;1;0;0.2222222222222222;0.4;0.0045454545454545;4.5;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-15;Wolves;3;8;0;67;60;Newcastle;3;3;12;14;5;6;0.48;0.52;433;0.83;17;6;3;3;0;0;4;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;7;0.0371428571428571;0.1764705882352941;359;0.0473537604456824;747.9166666666667;0.3333333333333333;8.333333333333334;-2;-0.04;-3;0;11;0.0277136258660508;0.0833333333333333;0.48;4.0;1;0;1;0;0;1;0;1;0.0833333333333333;0.2;0.0023094688221709;12.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-31;Wolves;3;8;3;67;55;Nottingham Forest;4;3;11;16;3;5;0.48;0.52;359;0.77;18;15;4;3;0;0;3;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;7;0.0325;0.2222222222222222;276;0.0652173913043478;575.0;0.2727272727272727;6.25;-5;-0.04;-4;1;3;0.0306406685236768;0.0909090909090909;0.48;3.0;1;0;1;0;1;0;1;0;0.0909090909090909;0.3333333333333333;0.0027855153203342;11.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-28;Wolves;14;3;8;67;819;Burnley;0;1;17;3;6;0;0.51;0.49;502;0.88;13;11;0;1;0;0;4;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0.1633333333333333;0.0;442;0.0294117647058823;866.6666666666666;0.2352941176470588;7.84313725490196;14;0.02;4;-1;2;0.0338645418326693;0.1176470588235294;0.255;2.0;1;1;2;1;0;0;0;1;0.1176470588235294;0.3333333333333333;0.0039840637450199;8.5;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-25;Wolves;3;3;3;67;53;Chelsea;2;3;12;14;4;8;0.39;0.61;320;0.79;13;13;2;3;0;0;5;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;5;0.0435714285714285;0.1538461538461538;253;0.0513833992094861;648.7179487179487;0.4166666666666667;12.82051282051282;-2;-0.2199999999999999;0;-1;0;0.0375;0.1666666666666666;0.195;2.5;2;0;2;0;0;1;0;1;0.1666666666666666;0.5;0.00625;6.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-17;Wolves;3;3;0;67;9;Arsenal;2;2;9;18;3;6;0.47;0.53;375;0.81;14;17;2;2;0;0;2;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;8;0.0294444444444444;0.1428571428571428;304;0.0460526315789473;646.8085106382979;0.2222222222222222;4.25531914893617;-9;-0.06;-6;0;-3;0.024;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-31;Wolves;6;23;17;67;65;Crystal Palace;0;2;11;9;6;4;0.65;0.35;580;0.87;10;14;0;2;0;0;3;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3;0.0388888888888888;0.0;505;0.0198019801980198;776.9230769230769;0.2727272727272727;4.615384615384615;2;0.3;0;-2;-4;0.0189655172413793;0.0909090909090909;0.65;3.0;0;1;1;0;0;1;1;0;0.0909090909090909;0.1666666666666666;0.0017241379310344;11.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-19;Wolves;3;23;0;67;2;Liverpool;2;1;4;36;3;14;0.32;0.68;303;0.76;10;14;1;1;1;0;2;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;10;0.0188888888888888;0.2;230;0.0434782608695652;718.75;0.5;6.25;-32;-0.36;-8;1;-4;0.0132013201320132;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-11;Wolves;3;23;17;67;65;Crystal Palace;3;3;14;13;8;3;0.62;0.38;545;0.82;13;12;3;2;0;1;8;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;3;0.0292307692307692;0.2307692307692307;447;0.029082774049217;720.9677419354839;0.5714285714285714;12.903225806451614;1;0.24;5;0;1;0.0256880733944954;0.0714285714285714;0.62;8.0;0;1;1;0;0;1;0;1;0.0714285714285714;0.125;0.0018348623853211;14.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-04;Wolves;3;2;3;67;3;Manchester City;4;0;2;20;1;12;0.42;0.58;454;0.84;17;4;4;0;0;0;0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;6;0.0289999999999999;0.2352941176470588;381;0.0446194225721784;907.1428571428572;0.0;0.0;-18;-0.1599999999999999;-6;4;13;0.0044052863436123;0.5;0.42;0.0;0;1;1;0;0;1;1;0;0.5;1.0;0.0022026431718061;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-27;Wolves;3;23;17;67;832;Luton;3;1;13;9;5;6;0.58;0.42;613;0.87;14;14;3;1;0;0;4;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;4;0.0466666666666666;0.2142857142857142;533;0.0262664165103189;918.9655172413794;0.3076923076923077;6.896551724137932;4;0.1599999999999999;0;2;0;0.0212071778140293;0.1538461538461538;0.29;2.0;1;1;2;1;0;0;0;1;0.1538461538461538;0.4;0.0032626427406199;6.5;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-24;Wolves;3;7;3;67;59;Bournemouth;4;2;15;21;4;6;0.63;0.37;535;0.81;10;17;4;1;0;1;8;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;12;0.0176190476190476;0.4;433;0.023094688221709;687.3015873015873;0.5333333333333333;12.698412698412698;-6;0.26;-4;2;-7;0.02803738317757;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-20;Wolves;3;1;0;67;9;Arsenal;3;2;5;24;3;9;0.46;0.54;465;0.81;14;9;3;2;0;0;1;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2;0.0225;0.2142857142857142;377;0.0371352785145888;819.5652173913043;0.2;2.1739130434782608;-19;-0.08;-1;1;5;0.010752688172043;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-13;Wolves;3;29;3;67;55;Nottingham Forest;3;2;11;18;4;9;0.54;0.46;525;0.86;10;15;3;2;0;0;1;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;10;0.0255555555555555;0.3;452;0.0221238938053097;837.037037037037;0.0909090909090909;1.851851851851852;-7;0.08;-9;1;-5;0.0209523809523809;0.1818181818181818;0.27;0.5;1;1;2;0;1;0;1;0;0.1818181818181818;0.5;0.0038095238095238;5.5;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-06;Wolves;3;17;3;67;61;West Ham;5;2;14;11;7;4;0.59;0.41;595;0.87;15;7;5;2;0;0;4;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;4;0.0372727272727272;0.3333333333333333;518;0.0289575289575289;877.9661016949153;0.2857142857142857;6.779661016949153;3;0.18;0;3;8;0.0235294117647058;0.0714285714285714;0.59;4.0;1;0;1;0;0;1;0;1;0.0714285714285714;0.1428571428571428;0.0016806722689075;14.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-02;Wolves;3;8;1;67;819;Burnley;2;0;8;13;2;6;0.49;0.51;468;0.84;12;10;2;0;0;0;4;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;7;0.0392307692307692;0.1666666666666666;393;0.0305343511450381;802.0408163265306;0.5;8.16326530612245;-5;-0.02;-3;2;2;0.017094017094017;0.125;0.49;4.0;1;0;1;0;1;0;1;0;0.125;0.5;0.0021367521367521;8.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-30;Wolves;3;17;1;67;1;Aston Villa;4;3;13;11;3;5;0.52;0.48;439;0.87;19;11;4;3;0;0;4;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;5;0.0436363636363636;0.2105263157894736;382;0.0497382198952879;734.6153846153846;0.3076923076923077;7.692307692307692;2;0.04;-1;1;8;0.0296127562642369;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-16;Wolves;15;6;3;67;833;Coventry City;2;1;17;24;5;12;0.59;0.41;541;0.84;11;9;2;1;0;0;7;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;4;0.0170833333333333;0.1818181818181818;454;0.0242290748898678;769.4915254237288;0.4117647058823529;11.864406779661016;-7;0.18;3;1;2;0.0314232902033271;0.1176470588235294;0.295;3.5;0;2;2;0;0;1;0;1;0.1176470588235294;0.4;0.0036968576709796;8.5;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-09;Wolves;3;3;3;67;58;Fulham;2;2;8;23;3;7;0.47;0.53;451;0.84;7;11;2;2;0;0;3;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;4;0.0230434782608695;0.2857142857142857;379;0.0184696569920844;806.3829787234043;0.375;6.382978723404256;-15;-0.06;-1;0;-4;0.0177383592017738;0.25;0.235;1.5;0;2;2;1;0;0;0;1;0.25;0.6666666666666666;0.0044345898004434;4.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-02;Wolves;3;17;0;67;60;Newcastle;1;0;12;14;3;7;0.56;0.44;564;0.85;11;8;1;0;0;0;5;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;3;0.0314285714285714;0.0909090909090909;479;0.022964509394572;855.3571428571428;0.4166666666666667;8.928571428571427;-2;0.12;2;1;3;0.0212765957446808;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
